,Latitude,Longitude,Altitude
0,21.004713523307007,105.84200476151243,6.835438871756196
1,21.00427893691968,105.84180806592333,-55.29023144207895
2,21.004485625671006,105.84192508961861,-6.314793212339282
3,21.004192133256282,105.84200753454893,-19.573292239569128
4,21.004354856498917,105.84180801920456,38.746441843919456
5,21.00431334800205,105.84210021450934,89.27927864249796
6,21.004153809832825,105.84200778778592,60.824679370969534
7,21.004232560439956,105.84199586661795,-36.378407154232264
8,21.00410680186777,105.84210393212814,4.158880241215229
9,21.00419279523304,105.8421165920804,-102.55073080491275
10,21.00431265726339,105.84209151818423,82.30531563982368
11,21.004266912097638,105.84168354496354,-24.461295436136425
12,21.004127690551858,105.8418166639073,8.605143315158784
13,21.004205106754476,105.84195148166322,13.408587879501283
14,21.004089172909957,105.84216205481574,22.60873516369611
15,21.004380809073943,105.8421258262455,92.7561156777665
16,21.004151317386857,105.84195935489423,63.09394892305136
17,21.004278278981594,105.8419724075593,0.41058715991675854
18,21.004484842505065,105.84210873656853,68.52609076537192
19,21.004222936270093,105.84203152952264,42.6022827019915
20,21.004768220442752,105.84172565728913,-8.861069295555353
21,21.00443561659641,105.84210647583906,21.854464788921177
22,21.00420949785232,105.84199018321004,-79.78256997093558
23,21.003941908102238,105.84198408980679,-14.06699886918068
24,21.004114399355107,105.8419822533508,-59.29596262332052
25,21.004296846679175,105.84169889899458,16.642234451137483
26,21.00454530688068,105.84183367113027,7.114423545077443
27,21.004522413627072,105.84258700171068,77.2385643273592
28,21.004105480388827,105.84206013697496,5.586889778263867
29,21.004200937289305,105.8413361670375,-75.26368192955852
30,21.00456413221665,105.84195306093335,81.99953920114785
31,21.004571591774088,105.84222174697757,85.49906356539577
32,21.00434263028638,105.84210929254833,61.12137816660106
33,21.004458120522614,105.84208719574326,20.48236940894276
34,21.00386339483254,105.84180571401852,50.32334209047258
35,21.00374062600309,105.84232643684678,5.994097942486405
36,21.004345899792263,105.84188473027685,84.23063939344138
37,21.004204685387784,105.84186644074495,81.2830070676282
38,21.004515771237237,105.8417230683025,-18.14119255077094
39,21.00435534715772,105.8422055214812,-50.72147588338703
40,21.00436172815338,105.84218643018824,-43.59598192572594
41,21.00419362605951,105.84214276094463,-4.5182503098621964
42,21.004439347688866,105.84183718173819,62.81232419144362
43,21.00462903961985,105.8416992744317,83.36053067818284
44,21.00436110498317,105.84225886645547,33.07726815901697
45,21.00437585774893,105.84222363691981,52.52569251321256
46,21.0042888634281,105.84214351874292,85.53645827900618
47,21.00399351967752,105.84181420012803,39.77741970214993
48,21.00370751671333,105.84185545680435,78.05671614594758
49,21.00458533733067,105.84184879316494,-16.386387421749532
50,21.004679921112825,105.84179913789502,-50.57501750532538
51,21.0046326423643,105.84169553702043,-4.586221944540739
52,21.004364515438745,105.84176266316626,24.93371683731675
53,21.004262162789875,105.84207808588569,9.701216952875257
54,21.003994281855224,105.84224773906078,26.342415150254965
55,21.003962691404148,105.8422526368817,19.94812509138137
56,21.003960729839545,105.84212042273086,74.8570366492495
57,21.00448146796679,105.84176282117207,118.34021653234959
58,21.00481694035206,105.84210376394631,-51.38308313023299
59,21.00461254310037,105.84212996904597,-21.544691164046526
60,21.00438487514728,105.84213467660949,1.3198271039873362
61,21.004213884917736,105.84171530282347,-10.809594712220132
62,21.004171919075684,105.8419009760689,30.730181160382926
63,21.00400012941291,105.84221568260656,-35.8186161192134
64,21.004487384473535,105.84185543103403,17.86659952905029
65,21.004406450264323,105.841762713955,72.56502320151776
66,21.00425323027384,105.84182008905971,73.33812786452472
67,21.00449703433466,105.84162414960015,-38.9690672243014
68,21.004470439257826,105.84205706708585,-20.925378128886223
69,21.004207914965054,105.8421424259718,-16.889937832020223
70,21.00401831109393,105.84211990331254,20.559178911149502
71,21.0040005614328,105.8420813542432,55.22948944289237
72,21.00442188347894,105.84164611332736,132.17543335165828
73,21.004360245070043,105.84222600307817,76.31230931635946
74,21.004492487015128,105.84205699438881,-48.15837882179767
75,21.00457834613616,105.84200074637126,33.66947116330266
76,21.004272834908946,105.84184088487872,13.631884582340717
77,21.004343539511158,105.84225298959917,20.248616862110794
78,21.004090488803264,105.84213169413779,-19.1170499837026
79,21.004588961631967,105.8417284495822,60.285104190930724
80,21.004415323470788,105.84172843177397,73.75358943454921
81,21.00477595610461,105.84154000703593,-30.22741267643869
82,21.004565649215316,105.84192650854648,-2.743269504979253
