utcTimeMillis,Latitude,Longitude
1717828001000,21.00570169871385,105.84455899341987
1717828002000,21.005646653179987,105.84451837004522
1717828003000,21.005637523383665,105.84450801609141
1717828004000,21.005634618202127,105.84451087330875
1717828005000,21.005608676873695,105.84451869454176
1717828006000,21.005613363482393,105.84453767531991
1717828007000,21.00555310366559,105.84459014493183
1717828008000,21.005438632622,105.84465598591397
1717828009000,21.005234099158425,105.84460611079076
1717828010000,21.005344690136173,105.84465925045961
1717828011000,21.005344250031637,105.8447877157521
1717828012000,21.00536316720729,105.84484648332734
1717828013000,21.005277541178526,105.84494604978427
1717828015000,21.00528446129152,105.84500488500552
1717828016000,21.005285696962268,105.84511290702751
1717828017000,21.005343969623826,105.84521089526268
1717828018000,21.005296554434533,105.84529980808931
1717828019000,21.005187073718655,105.84538045971715
1717828020000,21.005181996553656,105.84540498037582
1717828021000,21.005173768345532,105.84543760599573
1717828022000,21.005166874337018,105.84547226998767
1717828023000,21.00475329695535,105.84523193106098
1717828024000,21.00468356329331,105.84542821027419
1717828026000,21.004916422623637,105.84532991702049
1717828027000,21.004805586542915,105.84547902648686
1717828028000,21.00479421421986,105.8454986125647
1717828029000,21.00478651180017,105.84555152199582
1717828031000,21.00472415875134,105.84546580019014
1717828032000,21.004679802761974,105.84546139151627
1717828033000,21.004670178424064,105.84546197535732
1717828034000,21.004638579234985,105.84542334825076
1717828035000,21.004611687515574,105.84544344180833
1717828036000,21.004592110415093,105.8454309759627
1717828037000,21.004518960000773,105.84540943397404
1717828038000,21.004458186644957,105.84538810429852
1717828039000,21.00439526929979,105.84536598156679
1717828040000,21.00434615390252,105.84534336146965
1717828041000,21.004277352724664,105.84533258058413
1717828042000,21.00408012222032,105.845440492447
1717828043000,21.003991856944907,105.84539660030337
1717828044000,21.003942651183635,105.84535081544895
1717828045000,21.00388193828695,105.84541492766078
1717828046000,21.00411912999439,105.84524333309426
1717828047000,21.00402559885391,105.84512525421226
1717828048000,21.003849446821523,105.84506494853875
1717828049000,21.003794185415877,105.84501866156725
1717828050000,21.00359382795282,105.84501288178961
1717828051000,21.00355666235554,105.84497376983447
1717828052000,21.003480689279375,105.8448651201604
1717828053000,21.003626534218682,105.8447792582273
1717828054000,21.003552505518627,105.84481833467032
1717828055000,21.003491538224207,105.84478770963293
1717828056000,21.003418708464697,105.84475158500078
1717828057000,21.003345178170527,105.84471458357389
1717828058000,21.003279115214795,105.84469379451417
1717828059000,21.003201508388727,105.84478506178624
1717828060000,21.003256506531205,105.84457198038052
1717828061000,21.003176148996896,105.84447663734036
1717828063000,21.00304028446809,105.84457425401209
1717828064000,21.002975581853637,105.84457372277672
1717828066000,21.00302603821594,105.8449086203263
1717828067000,21.002932702415155,105.84501903036355
1717828068000,21.00281802619537,105.84498974131321
1717828069000,21.002761442818443,105.84499585515961
1717828070000,21.002571118238325,105.84480943830086
1717828071000,21.002552517946945,105.84500387300888
1717828072000,21.00250393252557,105.84501171191356
1717828073000,21.00255306843585,105.84490734747497
1717828074000,21.002496993738923,105.8448184381912
1717828075000,21.002448906213274,105.84482614407811
1717828076000,21.002072245835784,105.84498683913422
1717828077000,21.00208074217416,105.84501559444995
1717828078000,21.002053582365928,105.8450170578058
1717828079000,21.00202250744858,105.84499612012658
1717828080000,21.002000610448533,105.84503461491812
1717828081000,21.001950731213505,105.84500035089015
1717828082000,21.001922033732697,105.84490793853793
1717828083000,21.00190687677364,105.84490431784225
1717828085000,21.001888188778363,105.84495709480922
1717828087000,21.001878844631726,105.8447924612259
1717828088000,21.001862495257498,105.8447717686788
1717828089000,21.001886162353866,105.8446028730102
1717828090000,21.001891379753886,105.8445451465765
1717828091000,21.00190001830756,105.84447309600664
1717828092000,21.001905033432838,105.84438814584922
1717828093000,21.00190298643414,105.84429153032322
1717828095000,21.00191842937606,105.84420250457612
1717828097000,21.00192362917372,105.84413409505831
1717828099000,21.0019068561767,105.84400017674562
1717828100000,21.001912672280692,105.84392925413772
1717828101000,21.001943118894655,105.84385751235249
1717828102000,21.00195144233097,105.84375818553657
1717828103000,21.00195810611686,105.84368488989428
1717828104000,21.00194259943892,105.84359903443757
1717828106000,21.001937879670802,105.84350769434093
1717828107000,21.001848602499578,105.84339812925778
1717828109000,21.00185281055367,105.84331661286171
1717828110000,21.00187257203131,105.84323576461692
1717828111000,21.001773581551884,105.84298658893914
1717828112000,21.001781654659904,105.84291274804187
1717828113000,21.001796445251546,105.84284232927881
1717828114000,21.0016929195195,105.8426939155773
1717828115000,21.00170084512387,105.84261842143876
1717828116000,21.001874845903128,105.84239572015643
1717828117000,21.001798782914474,105.84243839911957
1717828119000,21.001845628268228,105.84234347218626
