utcTimeMillis,Latitude,Longitude
1717828615000,21.004937850801493,105.85101278727265
1717828616000,21.004866596998973,105.85102083946784
1717828617000,21.00478654425423,105.85098850816857
1717828618000,21.004786311824173,105.85104519215855
1717828619000,21.004583620724645,105.85112883580467
1717828620000,21.004511513754025,105.8511343275663
1717828621000,21.004440310862453,105.85113974086447
1717828622000,21.00434280253497,105.85114296978973
1717828623000,21.004249839346624,105.8511298755326
1717828624000,21.004172511928953,105.85114109720197
1717828625000,21.004119391908876,105.85114450229447
1717828626000,21.004098015219675,105.85112538600775
1717828628000,21.003906961696,105.85110398114485
1717828629000,21.003857846617297,105.85110354241041
1717828630000,21.003788670850614,105.85110590063421
1717828631000,21.003735548300995,105.85106847173026
1717828632000,21.003769780212977,105.8510686817276
1717828633000,21.003704845641312,105.85102911673518
1717828634000,21.003602582389,105.85101320445582
1717828635000,21.003530071130612,105.85098956339262
1717828637000,21.003472740038948,105.85099799195525
1717828638000,21.0034290291671,105.8509888832157
1717828639000,21.003369406034995,105.85100506689834
1717828640000,21.003305741226754,105.85090445725464
1717828641000,21.003282559124482,105.85087397647915
1717828642000,21.00320996116997,105.85084545192245
1717828643000,21.003182448289916,105.85084561836406
1717828644000,21.003179197488965,105.85079263702234
1717828645000,21.003144486241723,105.85083250984735
1717828646000,21.00311196365027,105.85085841009497
1717828647000,21.003074393203978,105.85082551425896
1717828648000,21.003049703272925,105.85081369146653
1717828650000,21.00301737557927,105.8508087947568
1717828651000,21.002917095137068,105.85079692286902
1717828652000,21.002858415034368,105.85079405898115
1717828653000,21.002809440010704,105.85080323011873
1717828654000,21.002769571469372,105.85081747911187
1717828655000,21.002731361468207,105.85081423491889
1717828656000,21.002976591157598,105.85058988318171
1717828658000,21.002822703912354,105.8506438419263
1717828659000,21.00272474502482,105.85065625567344
1717828660000,21.00256348714951,105.85066379650262
1717828661000,21.002565710171268,105.85068179524305
1717828662000,21.00245776145636,105.85073127118733
1717828663000,21.00241220191049,105.85078683612385
1717828664000,21.00236463001854,105.85078621803727
1717828665000,21.0022827912454,105.85078272030447
1717828666000,21.002220746097546,105.8507929750145
1717828668000,21.002200703038756,105.85073892485138
1717828669000,21.002070561944812,105.85082987797719
1717828670000,21.002008903507516,105.85081049082304
1717828671000,21.00201470089745,105.85081915686888
1717828672000,21.00195594329096,105.85082092091484
1717828674000,21.001896193213433,105.8508066302599
1717828675000,21.001808274532006,105.85077031240932
1717828677000,21.001809704787124,105.85077488762057
1717828678000,21.00178906240206,105.85076379887839
1717828680000,21.00172157811311,105.85072900220747
1717828681000,21.001671309782054,105.85074229816449
1717828682000,21.00160683693621,105.85075256314984
1717828683000,21.001525321597455,105.85071671441928
1717828684000,21.001446855571942,105.85074034590595
1717828685000,21.001338189402126,105.85076161100713
1717828686000,21.001216619893285,105.8507507647574
1717828687000,21.001164959433527,105.85076873712218
1717828688000,21.001102893186623,105.85069978201305
1717828689000,21.00108789550557,105.85065122787427
1717828690000,21.00100853577773,105.85065078768316
1717828691000,21.000856780161143,105.85065675445429
1717828693000,21.000802935607304,105.85064721733391
1717828694000,21.000775054467017,105.85059098479815
1717828695000,21.000686272714226,105.850577096707
1717828696000,21.00060855942045,105.85058181486808
1717828697000,21.00057014594483,105.8507340215345
1717828698000,21.00054791187298,105.85071488636765
1717828699000,21.000537316707916,105.85068042964184
1717828700000,21.000540016943066,105.85060919421771
1717828701000,21.000552125863862,105.85056770586544
1717828702000,21.000583744547356,105.85049916264698
1717828703000,21.000612976088437,105.85043162252563
1717828704000,21.000610617286657,105.85036236407083
1717828705000,21.00062035704638,105.85030154050921
1717828706000,21.00062163228508,105.85023665433553
1717828707000,21.000630548842338,105.85019495548774
1717828708000,21.000645244718882,105.85015007475617
1717828709000,21.000690692945238,105.85008706340726
1717828710000,21.000734266767235,105.85001951695331
1717828711000,21.0007580188458,105.84998027102758
1717828712000,21.00081278785361,105.84994107924686
1717828713000,21.00080787896665,105.84983497135879
1717828714000,21.0008233018781,105.84975009462107
1717828715000,21.000865614912783,105.84969238393528
1717828716000,21.000920770005223,105.84965366562281
1717828717000,21.001035561033284,105.84958482501625
1717828718000,21.00104076427424,105.84958682251509
1717828719000,21.00108560233836,105.84958551900726
1717828720000,21.001108790657938,105.84958575069405
1717828721000,21.00110274632059,105.84954595578964
1717828722000,21.001140329987287,105.84955819961475
1717828723000,21.00115943072209,105.84953465249338
1717828724000,21.001181706484513,105.84952500839042
1717828725000,21.001189683053774,105.84949873775686
1717828726000,21.001196276657964,105.84948960602884
1717828727000,21.00118971181885,105.84946555150248
1717828728000,21.00119893616158,105.84945546611175
1717828729000,21.001212743096843,105.84945220559702
1717828730000,21.00120110535416,105.8494232121366
1717828731000,21.001274734535507,105.84945885129632
1717828732000,21.0012449988025,105.84944333421801
1717828733000,21.001400676404206,105.8494475668326
1717828734000,21.001394936352668,105.8494131883868
1717828735000,21.00139213574532,105.84938406407515
1717828736000,21.001473844258708,105.84947307627979
1717828737000,21.00151311511365,105.84945048882456
1717828738000,21.00155834021398,105.84947682110266
1717828739000,21.00160454347347,105.84947884958859
1717828741000,21.00165459470758,105.84947738975077
1717828742000,21.001691348008052,105.84946422594993
1717828743000,21.001733649427457,105.84945027391919
1717828744000,21.00177164407856,105.84942042378322
1717828745000,21.00180791921017,105.84938864361983
1717828746000,21.00183564327073,105.84935490576585
1717828747000,21.00189281818592,105.84933018885322
1717828749000,21.001979214584406,105.8492943190715
1717828750000,21.002047269229827,105.84924416745196
1717828751000,21.002063986135923,105.84921319019337
1717828752000,21.002092638996764,105.84918003980883
1717828753000,21.00213450311372,105.84913337461711
1717828754000,21.00217399775429,105.84911046980037
1717828755000,21.00222466232474,105.84909844256276
1717828756000,21.002236698174453,105.84899978889247
1717828757000,21.00226825129215,105.84897957252723
1717828758000,21.002305031380686,105.84894938744624
1717828759000,21.002342567415084,105.84890671082316
1717828760000,21.00239382808788,105.8488669378144
1717828761000,21.00244007301056,105.84883234648072
1717828762000,21.00248385194923,105.84879239452866
1717828763000,21.002528021883514,105.84874848233234
1717828764000,21.002570945190904,105.84870865580665
1717828765000,21.002622749179107,105.84866595059803
1717828766000,21.002668766190993,105.84862637057124
1717828767000,21.002728923427654,105.8485878121606
1717828768000,21.00277554440075,105.84852384601646
1717828769000,21.00278113766984,105.84845986559172
1717828770000,21.002830362823374,105.84842753252855
1717828771000,21.00286977343501,105.84838164741976
1717828772000,21.002941070493492,105.84833618456838
1717828773000,21.002983557462017,105.84829998752407
1717828774000,21.003020435942872,105.84826058152531
1717828775000,21.00304917186494,105.84823065654385
1717828776000,21.003071170532827,105.84820643168246
1717828777000,21.003079032328635,105.84820015422818
1717828778000,21.003097562082974,105.84818233357258
1717828779000,21.003111992194103,105.84816644919711
1717828780000,21.003119283862883,105.84815734855425
1717828781000,21.003128874938525,105.84814396525613
1717828782000,21.00313965283524,105.84812847647406
1717828783000,21.00315706407692,105.84811441156647
1717828784000,21.003180098412468,105.84809172546593
1717828785000,21.003207509163435,105.84805728026423
1717828786000,21.003263202244295,105.84803690955869
1717828787000,21.003298845809535,105.84800071330926
1717828788000,21.003345844678215,105.84795888865256
1717828789000,21.00340037773951,105.8479013804259
1717828790000,21.00345980865638,105.84785673684014
1717828791000,21.003511141868767,105.8478069440968
1717828792000,21.00356287908226,105.8477527683882
1717828793000,21.003615571190707,105.84769667889374
1717828794000,21.003669550130354,105.8476376823902
1717828795000,21.003724302873046,105.84757897176313
1717828796000,21.00377388484474,105.84752553817843
1717828797000,21.003817837421437,105.8474773416852
1717828798000,21.003861151458082,105.84742676636205
1717828799000,21.003893719118405,105.84738242559598
1717828800000,21.00391628703387,105.84734365217962
1717828801000,21.00393975231269,105.84733037342068
1717828802000,21.00397671784811,105.8472995242091
1717828803000,21.00399502277718,105.84729160784035
1717828804000,21.004040334710783,105.84727696373896
1717828805000,21.004092696877965,105.84729344049373
1717828806000,21.00415765308549,105.84731126480052
1717828807000,21.004206631739855,105.84732674417899
1717828808000,21.00426554697035,105.84733367173891
1717828809000,21.004311591159446,105.84733754789232
1717828810000,21.004356644487885,105.84733425551377
1717828811000,21.004419904919086,105.84734342884171
1717828812000,21.00446476409756,105.84733523506593
1717828813000,21.00451025835744,105.84732607415219
1717828814000,21.00455053720072,105.84728851055253
1717828815000,21.004604150794147,105.84722537677074
1717828816000,21.004655245190133,105.84718398193796
1717828817000,21.004691622635498,105.84714803185898
1717828818000,21.004714975847588,105.84713767559863
1717828819000,21.004755593606408,105.84710818559573
1717828820000,21.004839907696336,105.84702801387313
1717828821000,21.004879250055733,105.84699926169787
1717828822000,21.004900177755495,105.84697182203806
1717828823000,21.00492288359024,105.84686862382301
1717828824000,21.00493250579277,105.84681934410087
1717828825000,21.004937339059015,105.84680123484698
1717828826000,21.004898996618532,105.84676244621582
1717828827000,21.004855139680476,105.84676846718543
1717828828000,21.004887923297524,105.84671493267554
1717828829000,21.00490847150826,105.8466619598175
1717828830000,21.004930493691347,105.84662423586883
1717828831000,21.00492690001504,105.84655714681175
1717828832000,21.004961322196454,105.84654183316762
1717828833000,21.004954354899148,105.8464688613739
1717828834000,21.004966440154938,105.84642529844128
1717828835000,21.004977801922973,105.84637333971625
1717828836000,21.0049837561423,105.84631152490063
1717828837000,21.004991346271222,105.84623518123598
1717828838000,21.004993286969803,105.84618699306195
1717828839000,21.004995917319654,105.84612433497435
1717828840000,21.005000607567222,105.84606877432736
1717828841000,21.005011667393777,105.84601271707147
1717828842000,21.00500327618261,105.84596930032599
1717828843000,21.00500933548683,105.84594722283698
1717828844000,21.00498776296386,105.84589088711951
1717828845000,21.005002694315397,105.84589401942472
1717828846000,21.005002753489876,105.8457968588574
1717828847000,21.00498373560257,105.84576830214728
1717828848000,21.005028051051006,105.84583012064148
1717828849000,21.004986335016987,105.84585778564043
1717828850000,21.004979218461287,105.84580072665861
1717828851000,21.004975081708785,105.84571924308855
1717828852000,21.0050019946858,105.84566324340732
1717828853000,21.004996771810656,105.8456035588152
