Latitude,Longitude,utcTimeMillis,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ,MagnetometerX,MagnetometerY,MagnetometerZ
21.005071666666662,105.844775,1717828000000,-1.53495,6.1639504,6.7990503,0.30965,0.0944625,0.3172125,40.800003,-28.143751,-11.043751
21.0052,105.844705,1717828001000,-0.66105,6.2650504,6.9810004,-0.102575,0.277475,0.5438125,36.54375,-34.143753,-3.4875002
21.00512666666667,105.84470666666667,1717828002000,-1.5079501,6.1810503,6.55905,0.4357375,0.5808,0.8130375,24.843752,-44.34375,3.4875002
21.005111666666668,105.84470833333334,1717828003000,0.34695002,6.6240005,6.66195,0.1736625,0.64033747,0.5619625,-1.85625,-50.5875,8.1
21.005078333333337,105.84472333333333,1717828004000,0.31605002,7.2900004,6.8230505,0.1475375,0.210375,0.435325,-33.412502,-41.5875,4.5
21.005046666666665,105.84473833333335,1717828005000,0.29595003,7.86705,5.3359504,0.0061875,-0.0397375,-0.2415875,-47.15625,-27.35625,-4.6875
21.00502,105.84475499999999,1717828006000,-0.55005,8.46105,5.9010005,-0.2853125,0.56265,-0.27885,-48.656254,-26.343752,-8.043751
21.005004999999997,105.84478166666668,1717828007000,0.0,8.713051,4.8250504,0.0713625,-0.1013375,0.0691625,-47.8875,-27.900002,-11.400001
21.005003333333335,105.84481,1717828008000,-3.8149502,7.1650505,4.794,-0.37345,-1.0918875,-0.42267498,-44.943752,-31.143751,-16.3125
21.005006666666667,105.84484166666668,1717828009000,-0.31095,7.1080503,6.6649504,0.0616,-0.0287375,-0.1023,-44.15625,-32.4,-15.187501
21.005004999999997,105.84488000000002,1717828010000,-0.40695003,7.4220004,7.1629505,-0.4038375,0.041525,0.0158125,-44.5875,-32.5125,-12.243751
21.005003333333335,105.84491666666666,1717828011000,-1.0870501,6.78,7.6900506,-0.012375,-0.1266375,0.021175,-44.4,-30.712502,-14.94375
21.005003333333335,105.84494833333335,1717828012000,-1.18005,6.9570003,6.8110504,0.183425,0.0042625,0.005225,-45.112503,-29.2875,-16.143751
21.005003333333335,105.84497166666667,1717828013000,-1.7809501,7.0260005,5.3980503,-0.07755,0.3724875,0.006325,-44.15625,-27.956251,-18.84375
21.005006666666667,105.84499,1717828014000,-3.17805,6.93795,6.87795,-0.1722875,-0.08305,9.625E-4,-40.0875,-27.7875,-23.8875
21.00500833333333,105.84501666666665,1717828015000,-3.6379502,7.0530005,5.85795,-0.012375,-0.1755875,-0.18425,-38.8125,-29.812502,-25.687502
21.005018333333336,105.84504833333334,1717828016000,-3.3960001,7.2760506,5.8819504,-0.3180375,0.18205,-0.05115,-38.756252,-31.087502,-25.312502
21.005033333333337,105.84509833333335,1717828017000,-2.562,6.1399503,4.06605,0.4433,0.5682875,0.1392875,-33.54375,-21.900002,-26.812502
21.005041666666664,105.84514499999999,1717828018000,-4.0350003,6.3970504,6.2980504,0.1584,0.31501248,-0.2022625,-30.956251,-18.7875,-31.85625
21.005049999999997,105.84518166666666,1717828019000,-5.451,6.7920003,3.7860003,-0.0917125,0.1266375,0.0232375,-20.643751,-18.712502,-36.300003
21.005045000000003,105.84522999999999,1717828020000,-6.1909504,5.6899505,4.25505,-0.0308,-0.350075,-0.1203125,-10.6875,-18.4125,-38.8125
21.00503833333333,105.84528666666665,1717828021000,-5.5849504,5.7910504,4.18095,-0.059125,0.1362625,-0.0554125,-10.14375,-17.212502,-37.3125
21.005025,105.84533333333333,1717828022000,-5.874,7.18905,4.806,-0.0427625,-0.2937,-0.2938375,-8.512501,-13.14375,-35.2125
21.005013333333334,105.84538166666668,1717828023000,-4.905,6.3370504,3.8700001,0.038775,-0.023375,0.43835,-9.056251,-17.8875,-34.3875
21.00502,105.84541833333333,1717828024000,-0.84300005,7.7980504,4.5690002,-0.1364,0.1362625,0.93747497,-14.1,-17.400002,-34.0125
21.005015000000004,105.84544499999998,1717828025000,1.7359501,9.031051,0.95505005,0.39875,-0.5352875,-0.8397125,-14.156251,-7.9875,-39.05625
21.005018333333336,105.84548333333332,1717828026000,1.7260501,10.38195,1.7479501,-0.3876125,-0.0265375,0.231825,-17.2875,-9.7875,-35.8125
21.005018333333336,105.84551833333335,1717828027000,1.3410001,7.35195,3.2899501,0.5858875,0.252175,0.6298875,-28.500002,-17.34375,-31.087502
21.00502,105.84555166666665,1717828028000,-0.9289501,9.582001,1.6879501,-0.0677875,-1.7048625,-0.9909625,-33.05625,-22.9125,-18.956251
21.005004999999997,105.84558333333334,1717828029000,-0.17205001,9.043051,3.7810502,-0.117837496,-0.3905,-0.3980625,-25.143751,-34.74375,4.8
21.004966666666665,105.845605,1717828030000,-0.45900002,6.2310004,6.6460505,-0.5322625,-0.038225,-0.2332,-11.75625,-37.912502,14.587501
21.004916666666666,105.84561166666666,1717828031000,-1.1710501,6.5020504,6.8899503,-0.2223375,0.353375,-0.0576125,4.0875,-38.756252,9.1125
21.004866666666665,105.845615,1717828032000,-0.99300003,7.1650505,8.269951,-0.056925,-0.0543125,0.1287,8.1,-42.412502,6.24375
21.004815,105.845615,1717828033000,-0.11895001,6.339,7.7710505,0.2432375,0.074525,-0.0650375,8.64375,-42.600002,8.512501
21.00476833333333,105.84561833333333,1717828034000,-0.23895001,6.6150002,8.49705,0.0974875,-0.033,-0.054449998,8.8125,-40.3125,8.043751
21.004715,105.84562,1717828035000,-0.93105006,7.0219502,7.5390005,-0.2124375,-0.1500125,-0.094875,10.5,-39.9,5.0437503
21.00466666666667,105.845615,1717828036000,-1.3219501,6.49695,6.3559504,0.0985875,-0.088275,0.297825,10.200001,-42.24375,5.7562504
21.004628333333336,105.84561666666666,1717828037000,-0.93600005,6.1309505,7.386,0.1909875,0.0851125,0.095699996,14.75625,-38.943752,9.4125
21.00458833333333,105.84560666666667,1717828038000,1.60695,6.43695,6.13605,0.1181125,0.122375,0.0669625,22.0125,-39.24375,7.14375
21.00454666666667,105.84560333333333,1717828039000,-1.0009501,6.6790504,6.19995,-0.2701875,-0.0053625,-0.098037496,21.487501,-34.912502,13.743751
21.00449833333333,105.84558999999999,1717828040000,-0.112050004,8.01105,6.2719502,0.084425,0.0947375,0.1819125,23.212502,-30.243752,12.187501
21.004436666666667,105.84557333333332,1717828041000,-0.97200006,7.05495,6.6580505,-0.159225,-0.089375,-0.0097624995,26.1,-28.44375,13.9125
21.004386666666665,105.84554833333335,1717828042000,-1.7530501,7.4170504,7.24695,0.131175,0.105325,-0.124575,31.85625,-29.812502,14.587501
21.004338333333333,105.84551833333335,1717828043000,-0.97200006,6.399,8.262,0.68915,-0.53845,-0.19167499,30.487501,-27.243752,20.212502
21.00429166666667,105.84548000000001,1717828044000,-0.95295006,7.83795,5.9539504,-0.3364625,0.066,-0.091575,26.643751,-18.54375,19.5
21.004248333333333,105.84543833333333,1717828045000,-0.84000003,7.26105,6.97095,0.035475,0.075625,0.17655,28.3875,-18.487501,15.4875
21.004208333333334,105.84539333333332,1717828046000,-1.077,7.17705,7.2850504,0.0419375,0.0361625,-0.14905,29.8875,-22.087502,8.887501
21.004171666666668,105.84534666666666,1717828047000,-1.52295,7.1650505,5.8840504,-0.08195,0.0543125,-0.1353,30.4125,-24.900002,6.4125004
21.004126666666668,105.84529666666667,1717828048000,-2.14995,7.905,5.9890504,-0.444125,0.21395,-0.061875,31.44375,-23.15625,11.94375
21.004074999999997,105.84523166666668,1717828049000,-2.3800502,8.095051,4.31295,0.2552,-0.066,-0.2704625,30.35625,-20.8875,17.456251
21.004028333333334,105.84517166666667,1717828050000,-1.7740501,7.5439506,5.59695,0.1529,0.154275,-0.0416625,28.312502,-16.3875,18.243752
21.003973333333338,105.84508833333332,1717828051000,-0.95505005,8.03505,4.51695,-0.1689875,-0.2638625,0.1489125,28.0125,-20.2875,13.500001
21.003923333333333,105.84503333333332,1717828052000,-1.16295,5.57805,6.9930005,0.369325,-0.050049998,-0.08525,26.7,-25.087502,13.25625
21.00387333333333,105.84498833333333,1717828053000,-0.768,5.0070004,9.08895,-0.1364,-0.0617375,0.0732875,20.7,-27.7875,2.2125
21.003818333333335,105.84494833333335,1717828054000,-0.201,6.459,8.277,0.30305,-0.0776875,-0.042625,19.556252,-32.643753,-4.55625
21.003753333333332,105.84491333333332,1717828055000,-0.91005003,5.2710004,7.35195,-0.3603875,0.08305,0.0573375,20.643751,-39.787502,-3.54375
21.00369166666667,105.84487499999999,1717828056000,-0.72300005,7.89795,5.51805,0.3443,0.040425,0.2382875,15.1125,-41.643753,4.3875003
21.00361666666667,105.84483333333334,1717828057000,-0.45000002,8.061001,4.9669504,0.20185,-0.0638,0.122237496,9.95625,-39.05625,15.543751
21.003545,105.84480833333333,1717828058000,-1.7740501,6.64095,4.3660502,0.0572,-0.3873375,0.0180125,8.94375,-39.300003,15.6
21.003476666666664,105.84478666666668,1717828059000,-0.37095,8.39595,4.2840004,0.2660625,0.059675,-0.092675,11.15625,-41.756252,13.856251
21.003406666666667,105.84476666666666,1717828060000,-1.4989501,7.9630504,3.5779502,0.424875,-0.057475,0.2968625,11.512501,-38.5125,15.4875
21.00333666666667,105.84474666666668,1717828061000,1.6309501,9.759001,3.4390502,0.0235125,-0.099,0.1967625,9.900001,-41.287502,16.3875
21.003268333333335,105.84473166666666,1717828062000,-1.0129501,7.0960503,5.7070503,0.0919875,0.0606375,0.18933749,5.7000003,-44.34375,19.6875
21.003205,105.84472499999998,1717828063000,-0.31800002,5.9820004,6.6940503,-0.0460625,0.01815,0.10945,3.35625,-42.84375,16.6875
21.003136666666666,105.84471833333333,1717828064000,-0.201,5.81895,6.3030005,0.6391,0.0011,0.24145,3.9562502,-41.287502,10.8
21.003065,105.84471,1717828065000,-1.60695,7.3950005,6.3370504,0.1843875,0.033,-0.1874125,4.0125003,-38.943752,14.2875
21.00298833333333,105.84470166666667,1717828066000,-0.64905006,8.63595,5.0149503,-0.0710875,0.089375,0.0807125,2.7,-36.787502,20.75625
21.002911666666666,105.84470166666667,1717828067000,0.165,8.47095,4.6459503,-0.2267375,0.289575,-0.0394625,-1.7437501,-37.143753,20.212502
21.00284333333333,105.84471333333335,1717828068000,0.52395004,8.835,4.14795,0.3400375,0.3949,-0.2756875,-7.55625,-37.256252,21.84375
21.002778333333335,105.84472333333333,1717828069000,-1.26195,8.866051,6.3180003,0.2182125,0.1681625,-0.0661375,-8.400001,-33.0,22.3875
21.002713333333336,105.84474,1717828070000,0.85200006,6.7320004,7.7830505,-0.9205625,0.0149875,0.0169125,-7.2562504,-35.5125,19.743752
21.002651666666665,105.84475666666667,1717828071000,-0.15,5.769,6.9259505,0.2572625,-0.252175,-0.01925,-5.45625,-38.8125,10.012501
21.002588333333332,105.84476500000001,1717828072000,-1.506,5.9890504,7.2900004,-0.069025,0.2288,-0.043725,-2.7,-42.787502,3.0
21.002525,105.84477166666666,1717828073000,-2.14995,6.84,6.9640503,0.085525,-0.2223375,-0.1012,0.3,-40.800003,8.1
21.002461666666665,105.84477833333334,1717828074000,-1.0530001,6.696,7.1700006,-0.5605875,-0.11275,0.0680625,3.3000002,-40.987503,11.043751
21.002399999999998,105.84479000000002,1717828075000,-1.389,6.6910505,8.80095,-0.4844125,-0.0584375,-0.273625,3.3000002,-40.0125,10.9875
21.002340000000004,105.84479666666667,1717828076000,-3.4320002,3.9799502,10.08495,-0.5511,1.0187374,0.0594,3.6000001,-36.05625,4.9125004
21.002283333333335,105.844805,1717828077000,-2.2339501,3.9460502,9.0720005,-0.064899996,0.0683375,-0.094875,8.34375,-42.300003,-10.3125
21.002236666666665,105.84482166666666,1717828078000,-2.1379502,3.89595,9.085951,-0.2704625,-0.07315,-0.355575,7.6125,-49.687504,-7.8
