utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,,,,,,,
1.71578E+12,4.57624E+14,18,0,-1.39936E+18,0.710608959,61.69748667,-1.278949036,14.97688714,1665,36,0,23567,3.10365E+14,16,33.6,-123.7323837,0.054899998,16,0,1902.917734,1.58E+09,0,0,0,0,0,6,-0.03,29.3,-1449.254517,17.46608353,0,0,C,3.79875E+15
1.71578E+12,4.57625E+14,18,0,-1.39936E+18,0.00220108,56.28201325,-9.090799879,11.65365174,1665,10,0,16399,3.10366E+14,16,33,-468.3430176,0.053400002,16,0,1902.917734,1.58E+09,0,0,0,0,0,1,-0.06,29.4,0,0,0,0,C,3.79875E+15
1.71578E+12,4.57625E+14,18,0,-1.39936E+18,0.00220108,56.28201325,-9.090799879,11.65365174,1665,23,0,16399,3.10366E+14,10,38.4,-173.010498,0.023900002,16,0,1902.917734,1.58E+09,0,0,0,0,0,1,-0.06,34.8,0,0,0,0,C,3.79875E+15
1.71578E+12,4.57625E+14,18,0,-1.39936E+18,0.00220108,56.28201325,-9.090799879,11.65365174,1665,24,0,16399,3.10366E+14,24,29.1,601.6514893,0.598999977,16,0,0,1.58E+09,0,0,0,0,0,1,-0.06,25.5,0,0,0,0,C,3.79875E+15
1.71578E+12,4.57625E+14,18,0,-1.39936E+18,0.00220108,56.28201325,-9.090799879,11.65365174,1665,32,0,16399,3.10366E+14,8,39.6,-136.6515656,0.042200003,16,0,1902.917734,1.58E+09,0,0,0,0,0,1,-0.06,36,0,0,0,0,C,3.79875E+15
1.71578E+12,4.57625E+14,18,0,-1.39936E+18,0.00220108,56.28201325,-9.090799879,11.65365174,1665,196,0,16399,3.10366E+14,11,37,-162.1478882,0.066700004,16,0,1902.917734,1.58E+09,0,0,0,0,0,4,-0.06,33.4,0,0,0,0,C,3.79875E+15
1.71578E+12,4.57625E+14,18,0,-1.39936E+18,0.00220108,56.28201325,-9.090799879,11.65365174,1665,3,0,49359,6.19483E+13,24,29.3,140.0441284,0.314999998,16,0,1868.065357,1.60E+09,0,0,0,0,0,3,-0.09,25.3,3783.779785,24.98892593,0,0,C,3.79875E+15
1.71578E+12,4.57625E+14,18,0,-1.39936E+18,0.00220108,56.28201325,-9.090799879,11.65365174,1665,4,0,49359,6.19483E+13,31,27.7,-79.62718964,0.89349997,16,0,0,1.61E+09,0,0,0,0,0,3,-0.09,23.7,3783.779785,24.98892593,0,0,C,3.79875E+15
1.71578E+12,4.57625E+14,18,0,-1.39936E+18,0.00220108,56.28201325,-9.090799879,11.65365174,1665,16,0,16399,3.10352E+14,12,36.3,43.45891953,0.036000002,16,0,1920.375754,1.56E+09,0,0,0,0,0,5,0.99,32,-1530.405029,22.09267998,0,0,I,3.79875E+15
1.71578E+12,4.57625E+14,18,0,-1.39936E+18,0.00220108,56.28201325,-9.090799879,11.65365174,1665,14,0,16399,3.10352E+14,46,24.9,220.4037323,0.855499983,16,0,0,1.56E+09,0,0,0,0,0,5,0.99,20.6,-1530.405029,22.09267998,0,0,I,3.79875E+15
1.71578E+12,4.57625E+14,18,0,-1.39936E+18,0.00220108,56.28201325,-9.090799879,11.65365174,1665,13,0,16399,3.10352E+14,13,35.7,-135.1604004,0.038400002,16,0,1920.375754,1.56E+09,0,0,0,0,0,5,0.99,31.4,-1530.405029,22.09267998,0,0,I,3.79875E+15
1.71578E+12,4.57625E+14,18,0,-1.39936E+18,0.00220108,56.28201325,-9.090799879,11.65365174,1665,8,0,16399,3.10352E+14,13,35.6,-104.4312592,0.038400002,16,0,1920.375754,1.56E+09,0,0,0,0,0,5,0.99,31.3,-1530.405029,22.09267998,0,0,I,3.79875E+15
1.71578E+12,4.57625E+14,18,0,-1.39936E+18,0.00220108,56.28201325,-9.090799879,11.65365174,1665,6,0,16399,3.10352E+14,53,24,5.473125458,1.611500025,16,0,0,1.56E+09,0,0,0,0,0,5,0.99,19.7,-1530.405029,22.09267998,0,0,I,3.79875E+15
1.71578E+12,4.57625E+14,18,0,-1.39936E+18,0.00220108,56.28201325,-9.090799879,11.65365174,1665,4,0,23567,3.10366E+14,46,24.8,262.2151794,0.87349999,16,0,0,1.58E+09,0,0,0,0,0,6,0.05,20.5,-1449.250854,17.47552681,0,0,C,3.79875E+15
1.71578E+12,4.57625E+14,18,0,-1.39936E+18,0.00220108,56.28201325,-9.090799879,11.65365174,1665,5,0,23567,3.10366E+14,19,31.8,-159.2788086,0.069200002,16,0,1902.917734,1.58E+09,0,0,0,0,0,6,0.05,27.5,-1449.250854,17.47552681,0,0,C,3.79875E+15
1.71578E+12,4.57625E+14,18,0,-1.39936E+18,0.00220108,56.28201325,-9.090799879,11.65365174,1665,9,0,23567,3.10366E+14,13,35.5,88.99102783,0.048900001,16,0,1902.917734,1.58E+09,0,0,0,0,0,6,0.05,31.2,-1449.250854,17.47552681,0,0,C,3.79875E+15
1.71578E+12,4.57625E+14,18,0,-1.39936E+18,0.00220108,56.28201325,-9.090799879,11.65365174,1665,36,0,23567,3.10366E+14,9,39.9,-122.5588303,0.0458,16,0,1902.917734,1.58E+09,0,0,0,0,0,6,0.05,35.6,-1449.250854,17.47552681,0,0,C,3.79875E+15
1.71578E+12,4.57626E+14,18,0,-1.39936E+18,0.582384586,58.11394658,-5.195675139,15.86270045,1665,10,0,16399,3.10367E+14,6,42,-471.1286926,0.042800002,16,0,1902.917734,1.58E+09,0,0,0,0,0,1,-0.06,38.4,0,0,0,0,C,3.79875E+15
1.71578E+12,4.57626E+14,18,0,-1.39936E+18,0.582384586,58.11394658,-5.195675139,15.86270045,1665,23,0,16399,3.10367E+14,11,37.3,-175.8014679,0.024700001,16,0,1902.917734,1.58E+09,0,0,0,0,0,1,-0.06,33.7,0,0,0,0,C,3.79875E+15
1.71578E+12,4.57626E+14,18,0,-1.39936E+18,0.582384586,58.11394658,-5.195675139,15.86270045,1665,24,0,16399,3.10367E+14,31,26.9,598.6258545,0.748999953,16,0,0,1.58E+09,0,0,0,0,0,1,-0.06,23.3,0,0,0,0,C,3.79875E+15
1.71578E+12,4.57626E+14,18,0,-1.39936E+18,0.582384586,58.11394658,-5.195675139,15.86270045,1665,32,0,16399,3.10367E+14,8,39.6,-138.9868011,0.042200003,16,0,1902.917734,1.58E+09,0,0,0,0,0,1,-0.06,36,0,0,0,0,C,3.79875E+15
1.71578E+12,4.57626E+14,18,0,-1.39936E+18,0.582384586,58.11394658,-5.195675139,15.86270045,1665,196,0,16399,3.10367E+14,17,32.5,-165.1730194,0.075800002,16,0,1902.917734,1.58E+09,0,0,0,0,0,4,-0.06,28.9,0,0,0,0,C,3.79875E+15
1.71578E+12,4.57626E+14,18,0,-1.39936E+18,0.582384586,58.11394658,-5.195675139,15.86270045,1665,16,0,16399,3.10353E+14,17,32.6,40.77510452,0.044300001,16,0,1920.375754,1.56E+09,0,0,0,0,0,5,0.99,28.3,-1530.720459,20.08548355,0,0,I,3.79875E+15
1.71578E+12,4.57626E+14,18,0,-1.39936E+18,0.582384586,58.11394658,-5.195675139,15.86270045,1665,14,0,16399,3.10353E+14,27,29.2,218.0416412,0.585500002,16,0,0,1.56E+09,0,0,0,0,0,5,0.99,24.9,-1530.720459,20.08548355,0,0,I,3.79875E+15
1.71578E+12,4.57626E+14,18,0,-1.39936E+18,0.582384586,58.11394658,-5.195675139,15.86270045,1665,13,0,16399,3.10353E+14,11,37.5,-137.8829498,0.036700003,16,0,1920.375754,1.56E+09,0,0,0,0,0,5,0.99,33.2,-1530.720459,20.08548355,0,0,I,3.79875E+15
1.71578E+12,4.57626E+14,18,0,-1.39936E+18,0.582384586,58.11394658,-5.195675139,15.86270045,1665,8,0,16399,3.10353E+14,13,35.8,-107.2911987,0.038400002,16,0,1920.375754,1.56E+09,0,0,0,0,0,5,0.99,31.5,-1530.720459,20.08548355,0,0,I,3.79875E+15
1.71578E+12,4.57626E+14,18,0,-1.39936E+18,0.582384586,58.11394658,-5.195675139,15.86270045,1665,6,0,16399,3.10353E+14,31,27.9,3.908003807,0.681499958,16,0,0,1.56E+09,0,0,0,0,0,5,0.99,23.6,-1530.720459,20.08548355,0,0,I,3.79875E+15
1.71578E+12,4.57626E+14,18,0,-1.39936E+18,0.582384586,58.11394658,-5.195675139,15.86270045,1665,4,0,23567,3.10367E+14,35,26.3,260.3978577,0.753499985,16,0,0,1.58E+09,0,0,0,0,0,6,0.07,22,-1449.191406,16.38452339,0,0,C,3.79875E+15
1.71578E+12,4.57626E+14,18,0,-1.39936E+18,0.582384586,58.11394658,-5.195675139,15.86270045,1665,5,0,23567,3.10367E+14,10,38.6,-161.5438385,0.049400002,16,0,1902.917734,1.58E+09,0,0,0,0,0,6,0.07,34.3,-1449.191406,16.38452339,0,0,C,3.79875E+15
1.71578E+12,4.57626E+14,18,0,-1.39936E+18,0.582384586,58.11394658,-5.195675139,15.86270045,1665,9,0,23567,3.10367E+14,10,38.9,86.40921783,0.046399999,16,0,1902.917734,1.58E+09,0,0,0,0,0,6,0.07,34.6,-1449.191406,16.38452339,0,0,C,3.79875E+15
1.71578E+12,4.57626E+14,18,0,-1.39936E+18,0.582384586,58.11394658,-5.195675139,15.86270045,1665,36,0,23567,3.10367E+14,13,36.1,-124.8940277,0.048900001,16,0,1902.917734,1.58E+09,0,0,0,0,0,6,0.07,31.8,-1449.191406,16.38452339,0,0,C,3.79875E+15
1.71578E+12,4.57644E+14,18,0,-1.39936E+18,0.704511166,33.07903899,-10.45226307,12.13423155,1665,10,0,16399,3.10385E+14,17,32.1,-468.6208191,0.0548,16,0,1902.917734,1.58E+09,0,0,0,0,0,1,-0.43,28.5,0,0,0,0,C,3.79877E+15
1.71578E+12,4.57644E+14,18,0,-1.39936E+18,0.704511166,33.07903899,-10.45226307,12.13423155,1665,23,0,16399,3.10385E+14,11,37.2,-172.3175354,0.024700001,16,0,1902.917734,1.58E+09,0,0,0,0,0,1,-0.43,33.6,0,0,0,0,C,3.79877E+15
1.71578E+12,4.57644E+14,18,0,-1.39936E+18,0.704511166,33.07903899,-10.45226307,12.13423155,1665,24,0,16399,3.10385E+14,35,26.1,601.6039429,0.747500002,16,0,0,1.58E+09,0,0,0,0,0,1,-0.43,22.5,0,0,0,0,C,3.79877E+15
1.71578E+12,4.57644E+14,18,0,-1.39936E+18,0.704511166,33.07903899,-10.45226307,12.13423155,1665,32,0,16399,3.10385E+14,10,38.4,-136.3116913,0.043400001,16,0,1902.917734,1.58E+09,0,0,0,0,0,1,-0.43,34.8,0,0,0,0,C,3.79877E+15
1.71578E+12,4.57644E+14,18,0,-1.39936E+18,0.704511166,33.07903899,-10.45226307,12.13423155,1665,196,0,16399,3.10385E+14,17,31.8,-163.1092987,0.075800002,16,0,1902.917734,1.58E+09,0,0,0,0,0,4,-0.43,28.2,0,0,0,0,C,3.79877E+15
1.71578E+12,4.57644E+14,18,0,-1.39936E+18,0.704511166,33.07903899,-10.45226307,12.13423155,1665,3,0,49359,6.19673E+13,27,28,140.218399,0.838999987,16,0,0,1.60E+09,0,0,0,0,0,3,-0.29,24,3783.779785,24.98892593,0,0,C,3.79877E+15
1.71578E+12,4.57644E+14,18,0,-1.39936E+18,0.704511166,33.07903899,-10.45226307,12.13423155,1665,4,0,49359,6.19673E+13,27,28.4,-80.59825897,0.843500018,16,0,0,1.61E+09,0,0,0,0,0,3,-0.29,24.4,3783.779785,24.98892593,0,0,C,3.79877E+15
1.71578E+12,4.57644E+14,18,0,-1.39936E+18,0.704511166,33.07903899,-10.45226307,12.13423155,1665,16,0,16399,3.10371E+14,21,31.2,43.49690247,0.072600007,16,0,1920.375754,1.56E+09,0,0,0,0,0,5,0.01,26.9,-1528.583984,13.26587486,0,0,I,3.79877E+15
1.71578E+12,4.57644E+14,18,0,-1.39936E+18,0.704511166,33.07903899,-10.45226307,12.13423155,1665,14,0,16399,3.10371E+14,31,28.2,219.7507935,0.625500023,16,0,0,1.56E+09,0,0,0,0,0,5,0.01,23.9,-1528.583984,13.26587486,0,0,I,3.79877E+15
1.71578E+12,4.57644E+14,18,0,-1.39936E+18,0.704511166,33.07903899,-10.45226307,12.13423155,1665,13,0,16399,3.10371E+14,24,29.8,-135.9178314,0.105999999,16,0,1920.375754,1.56E+09,0,0,0,0,0,5,0.01,25.5,-1528.583984,13.26587486,0,0,I,3.79877E+15
1.71578E+12,4.57644E+14,18,0,-1.39936E+18,0.704511166,33.07903899,-10.45226307,12.13423155,1665,8,0,16399,3.10371E+14,27,29.1,-104.7863541,0.590000033,16,0,0,1.56E+09,0,0,0,0,0,5,0.01,24.8,-1528.583984,13.26587486,0,0,I,3.79877E+15
1.71578E+12,4.57644E+14,18,0,-1.39936E+18,0.704511166,33.07903899,-10.45226307,12.13423155,1665,6,0,16399,3.10371E+14,61,23.2,6.270089626,0.931499958,16,0,0,1.56E+09,0,0,0,0,0,5,0.01,18.9,-1528.583984,13.26587486,0,0,I,3.79877E+15
1.71578E+12,4.57644E+14,18,0,-1.39936E+18,0.704511166,33.07903899,-10.45226307,12.13423155,1665,4,0,23567,3.10385E+14,61,23.1,261.8916626,1.693500042,16,0,0,1.58E+09,0,0,0,0,0,6,-0.37,18.8,-1446.233398,11.80492973,0,0,C,3.79877E+15
1.71578E+12,4.57644E+14,18,0,-1.39936E+18,0.704511166,33.07903899,-10.45226307,12.13423155,1665,5,0,23567,3.10385E+14,27,28.6,-158.8095856,0.658500016,16,0,0,1.58E+09,0,0,0,0,0,6,-0.37,24.3,-1446.233398,11.80492973,0,0,C,3.79877E+15
1.71578E+12,4.57644E+14,18,0,-1.39936E+18,0.704511166,33.07903899,-10.45226307,12.13423155,1665,9,0,23567,3.10385E+14,21,31.2,88.77594757,0.084600002,16,0,1902.917734,1.58E+09,0,0,0,0,0,6,-0.37,26.9,-1446.233398,11.80492973,0,0,C,3.79877E+15
1.71578E+12,4.57644E+14,18,0,-1.39936E+18,0.704511166,33.07903899,-10.45226307,12.13423155,1665,36,0,23567,3.10385E+14,16,33.8,-121.0306778,0.054899998,16,0,1902.917734,1.58E+09,0,0,0,0,0,6,-0.37,29.5,-1446.233398,11.80492973,0,0,C,3.79877E+15
1.71578E+12,4.57645E+14,18,0,-1.39936E+18,0.120781898,32.76239659,-7.150796833,13.15693938,1665,10,0,16399,3.10386E+14,13,34.7,-468.0596619,0.047400001,16,0,1902.917734,1.58E+09,0,0,0,0,0,1,-0.27,31.1,0,0,0,0,C,3.79877E+15
1.71578E+12,4.57645E+14,18,0,-1.39936E+18,0.120781898,32.76239659,-7.150796833,13.15693938,1665,23,0,16399,3.10386E+14,12,36.4,-171.6626282,0.025500001,16,0,1902.917734,1.58E+09,0,0,0,0,0,1,-0.27,32.8,0,0,0,0,C,3.79877E+15
1.71578E+12,4.57645E+14,18,0,-1.39936E+18,0.120781898,32.76239659,-7.150796833,13.15693938,1665,24,0,16399,3.10386E+14,53,23.4,603.2880249,0.9375,16,0,0,1.58E+09,0,0,0,0,0,1,-0.27,19.8,0,0,0,0,C,3.79877E+15
1.71578E+12,4.57645E+14,18,0,-1.39936E+18,0.120781898,32.76239659,-7.150796833,13.15693938,1665,32,0,16399,3.10386E+14,9,39.1,-135.7466888,0.042800002,16,0,1902.917734,1.58E+09,0,0,0,0,0,1,-0.27,35.5,0,0,0,0,C,3.79877E+15
1.71578E+12,4.57645E+14,18,0,-1.39936E+18,0.120781898,32.76239659,-7.150796833,13.15693938,1665,196,0,16399,3.10386E+14,13,35.3,-162.558197,0.068400003,16,0,1902.917734,1.58E+09,0,0,0,0,0,4,-0.27,31.7,0,0,0,0,C,3.79877E+15
1.71578E+12,4.57645E+14,18,0,-1.39936E+18,0.120781898,32.76239659,-7.150796833,13.15693938,1665,3,0,49359,6.19683E+13,31,27.5,139.6579742,0.888999939,16,0,0,1.60E+09,0,0,0,0,0,3,-0.18,23.5,3783.779785,24.98892593,0,0,C,3.79877E+15
1.71578E+12,4.57645E+14,18,0,-1.39936E+18,0.120781898,32.76239659,-7.150796833,13.15693938,1665,4,0,49359,6.19683E+13,21,30,-79.92510986,0.287600011,16,0,1867.410893,1.61E+09,0,0,0,0,0,3,-0.18,26,3783.779785,24.98892593,0,0,C,3.79877E+15
1.71578E+12,4.57645E+14,18,0,-1.39936E+18,0.120781898,32.76239659,-7.150796833,13.15693938,1665,16,0,16399,3.10372E+14,17,32.8,44.09720993,0.044300001,16,0,1920.375754,1.56E+09,0,0,0,0,0,5,0.59,28.5,-1528.588501,13.28884697,0,0,I,3.79877E+15
1.71578E+12,4.57645E+14,18,0,-1.39936E+18,0.120781898,32.76239659,-7.150796833,13.15693938,1665,14,0,16399,3.10372E+14,35,26.7,221.315918,0.735499978,16,0,0,1.56E+09,0,0,0,0,0,5,0.59,22.4,-1528.588501,13.28884697,0,0,I,3.79877E+15
1.71578E+12,4.57645E+14,18,0,-1.39936E+18,0.120781898,32.76239659,-7.150796833,13.15693938,1665,13,0,16399,3.10372E+14,27,28.7,-134.5332642,0.629999995,16,0,0,1.56E+09,0,0,0,0,0,5,0.59,24.4,-1528.588501,13.28884697,0,0,I,3.79877E+15
1.71578E+12,4.57645E+14,18,0,-1.39936E+18,0.120781898,32.76239659,-7.150796833,13.15693938,1665,8,0,16399,3.10372E+14,21,30.4,-103.9370346,0.074100003,16,0,1920.375754,1.56E+09,0,0,0,0,0,5,0.59,26.1,-1528.588501,13.28884697,0,0,I,3.79877E+15
1.71578E+12,4.57645E+14,18,0,-1.39936E+18,0.120781898,32.76239659,-7.150796833,13.15693938,1665,6,0,16399,3.10372E+14,40,25.6,6.654168606,0.801499963,16,0,0,1.56E+09,0,0,0,0,0,5,0.59,21.3,-1528.588501,13.28884697,0,0,I,3.79877E+15
1.71578E+12,4.57645E+14,18,0,-1.39936E+18,0.120781898,32.76239659,-7.150796833,13.15693938,1665,4,0,23567,3.10386E+14,70,22.2,262.3198242,1.023499966,16,0,0,1.58E+09,0,0,0,0,0,6,-0.19,17.9,-1446.238647,11.83236122,0,0,C,3.79877E+15
1.71578E+12,4.57645E+14,18,0,-1.39936E+18,0.120781898,32.76239659,-7.150796833,13.15693938,1665,5,0,23567,3.10386E+14,27,29,-158.5812378,0.603500009,16,0,0,1.58E+09,0,0,0,0,0,6,-0.19,24.7,-1446.238647,11.83236122,0,0,C,3.79877E+15
1.71578E+12,4.57645E+14,18,0,-1.39936E+18,0.120781898,32.76239659,-7.150796833,13.15693938,1665,9,0,23567,3.10386E+14,12,36.8,89.31919098,0.048,16,0,1902.917734,1.58E+09,0,0,0,0,0,6,-0.19,32.5,-1446.238647,11.83236122,0,0,C,3.79877E+15
1.71578E+12,4.57645E+14,18,0,-1.39936E+18,0.120781898,32.76239659,-7.150796833,13.15693938,1665,36,0,23567,3.10386E+14,24,29.9,-120.4317245,0.116499998,16,0,1902.917734,1.58E+09,0,0,0,0,0,6,-0.19,25.6,-1446.238647,11.83236122,0,0,C,3.79877E+15
1.71578E+12,4.57646E+14,18,0,-1.39936E+18,0.693514824,39.20900053,-5.486316925,19.36092184,1665,10,0,16399,3.10387E+14,16,32.9,-467.5888977,0.053400002,16,0,1902.917734,1.58E+09,0,0,0,0,0,1,-0.22,29.3,0,0,0,0,C,3.79877E+15
1.71578E+12,4.57646E+14,18,0,-1.39936E+18,0.693514824,39.20900053,-5.486316925,19.36092184,1665,23,0,16399,3.10387E+14,21,30.4,-171.0168304,0.062100001,16,0,1902.917734,1.58E+09,0,0,0,0,0,1,-0.22,26.8,0,0,0,0,C,3.79877E+15
1.71578E+12,4.57646E+14,18,0,-1.39936E+18,0.693514824,39.20900053,-5.486316925,19.36092184,1665,24,0,16399,3.10387E+14,40,25.2,603.5354004,0.807500005,16,0,0,1.58E+09,0,0,0,0,0,1,-0.22,21.6,0,0,0,0,C,3.79877E+15
1.71578E+12,4.57646E+14,18,0,-1.39936E+18,0.693514824,39.20900053,-5.486316925,19.36092184,1665,32,0,16399,3.10387E+14,9,38.6,-135.3434906,0.042800002,16,0,1902.917734,1.58E+09,0,0,0,0,0,1,-0.22,35,0,0,0,0,C,3.79877E+15
1.71578E+12,4.57646E+14,18,0,-1.39936E+18,0.693514824,39.20900053,-5.486316925,19.36092184,1665,196,0,16399,3.10387E+14,10,37.9,-161.9889374,0.065900005,16,0,1902.917734,1.58E+09,0,0,0,0,0,4,-0.22,34.3,0,0,0,0,C,3.79877E+15
1.71578E+12,4.57646E+14,18,0,-1.39936E+18,0.693514824,39.20900053,-5.486316925,19.36092184,1665,3,0,49359,6.19693E+13,27,28.2,139.928833,0.838999987,16,0,0,1.60E+09,0,0,0,0,0,3,-0.38,24.2,3783.779785,24.98892593,0,0,C,3.79877E+15
1.71578E+12,4.57646E+14,18,0,-1.39936E+18,0.693514824,39.20900053,-5.486316925,19.36092184,1665,4,0,49359,6.19693E+13,40,25.7,-79.55249786,1.013499975,16,0,0,1.61E+09,0,0,0,0,0,3,-0.38,21.7,3783.779785,24.98892593,0,0,C,3.79877E+15
1.71578E+12,4.57646E+14,18,0,-1.39936E+18,0.693514824,39.20900053,-5.486316925,19.36092184,1665,16,0,16399,3.10373E+14,19,31.7,44.59650803,0.054200001,16,0,1920.375754,1.56E+09,0,0,0,0,0,5,1.03,27.4,-1528.595581,13.31180382,0,0,I,3.79877E+15
1.71578E+12,4.57646E+14,18,0,-1.39936E+18,0.693514824,39.20900053,-5.486316925,19.36092184,1665,13,0,16399,3.10373E+14,11,37.9,-134.1612549,0.036700003,16,0,1920.375754,1.56E+09,0,0,0,0,0,5,1.03,33.6,-1528.595581,13.31180382,0,0,I,3.79877E+15
1.71578E+12,4.57646E+14,18,0,-1.39936E+18,0.693514824,39.20900053,-5.486316925,19.36092184,1665,8,0,16399,3.10373E+14,17,33.1,-103.4394608,0.0458,16,0,1920.375754,1.56E+09,0,0,0,0,0,5,1.03,28.8,-1528.595581,13.31180382,0,0,I,3.79877E+15
1.71578E+12,4.57646E+14,18,0,-1.39936E+18,0.693514824,39.20900053,-5.486316925,19.36092184,1665,4,0,23567,3.10387E+14,31,27.7,263.3378906,0.693499982,16,0,0,1.58E+09,0,0,0,0,0,6,-0.1,23.4,-1446.24646,11.86002064,0,0,C,3.79877E+15
1.71578E+12,4.57646E+14,18,0,-1.39936E+18,0.693514824,39.20900053,-5.486316925,19.36092184,1665,5,0,23567,3.10387E+14,35,26.6,-157.5251007,0.753499985,16,0,0,1.58E+09,0,0,0,0,0,6,-0.1,22.3,-1446.24646,11.86002064,0,0,C,3.79877E+15
1.71578E+12,4.57646E+14,18,0,-1.39936E+18,0.693514824,39.20900053,-5.486316925,19.36092184,1665,9,0,23567,3.10387E+14,14,34.8,89.80819702,0.050000001,16,0,1902.917734,1.58E+09,0,0,0,0,0,6,-0.1,30.5,-1446.24646,11.86002064,0,0,C,3.79877E+15
1.71578E+12,4.57646E+14,18,0,-1.39936E+18,0.693514824,39.20900053,-5.486316925,19.36092184,1665,36,0,23567,3.10387E+14,11,37.5,-119.8868942,0.047200002,16,0,1902.917734,1.58E+09,0,0,0,0,0,6,-0.1,33.2,-1446.24646,11.86002064,0,0,C,3.79877E+15
1.71578E+12,4.57647E+14,18,0,-1.39936E+18,0.187535763,34.83506589,-3.625631007,15.83957375,1665,10,0,16399,3.10388E+14,21,30.5,-465.2670593,0.083100006,16,0,1902.917734,1.58E+09,0,0,0,0,0,1,-0.27,26.9,0,0,0,0,C,3.79877E+15
1.71578E+12,4.57647E+14,18,0,-1.39936E+18,0.187535763,34.83506589,-3.625631007,15.83957375,1665,23,0,16399,3.10388E+14,16,33.3,-170.8611145,0.032400001,16,0,1902.917734,1.58E+09,0,0,0,0,0,1,-0.27,29.7,0,0,0,0,C,3.79877E+15
1.71578E+12,4.57647E+14,18,0,-1.39936E+18,0.187535763,34.83506589,-3.625631007,15.83957375,1665,24,0,16399,3.10388E+14,16,32.6,603.6395874,0.051899999,16,0,1902.917734,1.58E+09,0,0,0,0,0,1,-0.27,29,0,0,0,0,C,3.79877E+15
1.71578E+12,4.57647E+14,18,0,-1.39936E+18,0.187535763,34.83506589,-3.625631007,15.83957375,1665,32,0,16399,3.10388E+14,12,36.2,-134.8542786,0.045000002,16,0,1902.917734,1.58E+09,0,0,0,0,0,1,-0.27,32.6,0,0,0,0,C,3.79877E+15
1.71578E+12,4.57647E+14,18,0,-1.39936E+18,0.187535763,34.83506589,-3.625631007,15.83957375,1665,196,0,16399,3.10388E+14,35,26.4,-160.9598999,0.769999981,16,0,0,1.58E+09,0,0,0,0,0,4,-0.27,22.8,0,0,0,0,C,3.79877E+15
1.71578E+12,4.57647E+14,18,0,-1.39936E+18,0.187535763,34.83506589,-3.625631007,15.83957375,1665,3,0,49359,6.19703E+13,31,27.3,141.3112183,0.888999939,16,0,0,1.60E+09,0,0,0,0,0,3,-0.21,23.3,3783.779785,24.98892593,0,0,C,3.79877E+15
1.71578E+12,4.57647E+14,18,0,-1.39936E+18,0.187535763,34.83506589,-3.625631007,15.83957375,1665,4,0,49359,6.19703E+13,31,27.9,-79.16967773,0.89349997,16,0,0,1.61E+09,0,0,0,0,0,3,-0.21,23.9,3783.779785,24.98892593,0,0,C,3.79877E+15
1.71578E+12,4.57647E+14,18,0,-1.39936E+18,0.187535763,34.83506589,-3.625631007,15.83957375,1665,16,0,16399,3.10374E+14,31,27.8,44.94684219,0.678499997,16,0,0,1.56E+09,0,0,0,0,0,5,1.07,23.5,-1528.59668,13.33424473,0,0,I,3.79877E+15
1.71578E+12,4.57647E+14,18,0,-1.39936E+18,0.187535763,34.83506589,-3.625631007,15.83957375,1665,14,0,16399,3.10374E+14,70,21.8,222.3913422,1.835500002,16,0,0,1.56E+09,0,0,0,0,0,5,1.07,17.5,-1528.59668,13.33424473,0,0,I,3.79877E+15
1.71578E+12,4.57647E+14,18,0,-1.39936E+18,0.187535763,34.83506589,-3.625631007,15.83957375,1665,13,0,16399,3.10374E+14,16,33.7,-133.5241699,0.044399999,16,0,1920.375754,1.56E+09,0,0,0,0,0,5,1.07,29.4,-1528.59668,13.33424473,0,0,I,3.79877E+15
1.71578E+12,4.57647E+14,18,0,-1.39936E+18,0.187535763,34.83506589,-3.625631007,15.83957375,1665,8,0,16399,3.10374E+14,46,24.6,-104.4598846,0.860000014,16,0,0,1.56E+09,0,0,0,0,0,5,1.07,20.3,-1528.59668,13.33424473,0,0,I,3.79877E+15
1.71578E+12,4.57647E+14,18,0,-1.39936E+18,0.187535763,34.83506589,-3.625631007,15.83957375,1665,4,0,23567,3.10388E+14,19,31.6,263.3488464,0.069200002,16,0,1902.917734,1.58E+09,0,0,0,0,0,6,-0.17,27.3,-1446.253296,11.88716316,0,0,C,3.79877E+15
1.71578E+12,4.57647E+14,18,0,-1.39936E+18,0.187535763,34.83506589,-3.625631007,15.83957375,1665,5,0,23567,3.10388E+14,40,25.9,-157.5155792,0.813499987,16,0,0,1.58E+09,0,0,0,0,0,6,-0.17,21.6,-1446.253296,11.88716316,0,0,C,3.79877E+15
1.71578E+12,4.57647E+14,18,0,-1.39936E+18,0.187535763,34.83506589,-3.625631007,15.83957375,1665,9,0,23567,3.10388E+14,17,32.3,90.19470215,0.056299999,16,0,1902.917734,1.58E+09,0,0,0,0,0,6,-0.17,28,-1446.253296,11.88716316,0,0,C,3.79877E+15
