,utcTimeMillis,Latitude_1,Longitude_1,WKT,Latitude_2,Longitude_2,Distance
68,1717828074000.0,21.0024,105.84479000000002,POINT (105.8448184381912 21.002496993738923),21.002496993738923,105.8448184381912,11.181936557201707
69,1717828075000.0,21.002340000000004,105.84479666666668,POINT (105.84482614407811 21.002448906213274),21.002448906213274,105.84482614407813,12.4904443744578
70,1717828076000.0,21.00228333333333,105.844805,POINT (105.84498683913422 21.002072245835784),21.002072245835784,105.84498683913422,30.120495753508944
71,1717828077000.0,21.002236666666665,105.84482166666666,POINT (105.84501559444995 21.00208074217416),21.00208074217416,105.84501559444996,26.56827773375052
72,1717828078000.0,21.00219,105.84484166666668,POINT (105.8450170578058 21.002053582365928),21.002053582365928,105.8450170578058,23.69792271397577
73,1717828080000.0,21.00214833333333,105.84486,POINT (105.84503461491812 21.002000610448533),21.002000610448533,105.84503461491812,24.46184189380948
74,1717828081000.0,21.002111666666664,105.84487333333333,POINT (105.84500035089015 21.001950731213505),21.001950731213505,105.84500035089016,22.228229009208178
75,1717828082000.0,21.002073333333332,105.84488333333331,POINT (105.84490793853793 21.001922033732697),21.001922033732697,105.84490793853792,17.016536770355412
76,1717828083000.0,21.00203833333333,105.84489166666664,POINT (105.84490431784225 21.00190687677364),21.00190687677364,105.84490431784224,14.676180464134815
77,1717828085000.0,21.001980000000003,105.84489333333336,POINT (105.84495709480922 21.001888188778363),21.001888188778363,105.84495709480922,12.166883997093494
78,1717828087000.0,21.00196,105.84482666666666,POINT (105.8447924612259 21.001878844631726),21.00187884463173,105.8447924612259,9.69752235733499
79,1717828088000.0,21.00195666666667,105.84477,POINT (105.8447717686788 21.001862495257498),21.001862495257495,105.8447717686788,10.472992441747747
80,1717828089000.0,21.001955,105.84470166666668,POINT (105.8446028730102 21.001886162353866),21.001886162353863,105.8446028730102,12.797136116838864
81,1717828090000.0,21.00194666666666,105.84463,POINT (105.8445451465765 21.001891379753886),21.00189137975389,105.8445451465765,10.741621518820347
82,1717828091000.0,21.00194,105.84454666666667,POINT (105.84447309600664 21.00190001830756),21.00190001830756,105.84447309600664,8.836970683780445
83,1717828092000.0,21.001936666666666,105.844465,POINT (105.84438814584922 21.001905033432838),21.00190503343284,105.84438814584922,8.719075021516309
84,1717828093000.0,21.00194,105.84439,POINT (105.84429153032322 21.00190298643414),21.00190298643414,105.84429153032322,11.019408376363414
85,1717828095000.0,21.001931666666664,105.84423166666666,POINT (105.84420250457612 21.00191842937606),21.00191842937606,105.84420250457612,3.3661330929548847
86,1717828097000.0,21.001925,105.84406333333332,POINT (105.84413409505831 21.00192362917372),21.00192362917372,105.84413409505832,7.347219357093175
87,1717828099000.0,21.00191833333333,105.84387833333334,POINT (105.84400017674562 21.0019068561767),21.0019068561767,105.84400017674562,12.71255087882964
88,1717828100000.0,21.001925,105.84380000000002,POINT (105.84392925413772 21.001912672280692),21.00191267228069,105.84392925413772,13.487462379572655
89,1717828101000.0,21.00193833333333,105.84372166666664,POINT (105.84385751235249 21.001943118894655),21.00194311889465,105.84385751235249,14.111913045659083
90,1717828102000.0,21.00194666666666,105.84364166666668,POINT (105.84375818553657 21.00195144233097),21.00195144233097,105.84375818553656,12.107248047788946
91,1717828103000.0,21.00195666666667,105.843565,POINT (105.84368488989428 21.00195810611686),21.00195810611686,105.84368488989428,12.446564822227076
92,1717828104000.0,21.00196333333333,105.843485,POINT (105.84359903443757 21.00194259943892),21.00194259943892,105.84359903443756,12.06011237820995
93,1717828106000.0,21.00196333333333,105.84332833333336,POINT (105.84350769434093 21.001937879670802),21.0019378796708,105.84350769434091,18.833008260386343
94,1717828107000.0,21.001965,105.84325166666667,POINT (105.84339812925778 21.001848602499578),21.001848602499575,105.84339812925778,19.966922674551533
95,1717828109000.0,21.001955,105.843095,POINT (105.84331661286171 21.00185281055367),21.00185281055367,105.84331661286171,25.65845093071396
96,1717828110000.0,21.001955,105.84301833333332,POINT (105.84323576461692 21.00187257203131),21.00187257203131,105.84323576461692,24.361102429094046
97,1717828111000.0,21.001950000000004,105.84294166666665,POINT (105.84298658893914 21.001773581551884),21.001773581551884,105.84298658893914,20.163496785862545
98,1717828112000.0,21.00194666666666,105.84286833333331,POINT (105.84291274804187 21.001781654659904),21.001781654659904,105.84291274804188,18.91890787175109
99,1717828113000.0,21.001941666666667,105.84279666666669,POINT (105.84284232927881 21.001796445251546),21.001796445251543,105.8428423292788,16.829236250242
100,1717828114000.0,21.001936666666666,105.842725,POINT (105.8426939155773 21.0016929195195),21.0016929195195,105.8426939155773,27.29485549123412
101,1717828115000.0,21.001936666666666,105.842655,POINT (105.84261842143876 21.00170084512387),21.00170084512387,105.84261842143876,26.49565997589332
102,1717828116000.0,21.00193,105.842585,POINT (105.84239572015643 21.001874845903128),21.001874845903128,105.84239572015645,20.583643789773255
103,1717828119000.0,21.001921666666664,105.84243999999998,POINT (105.84234347218626 21.001845628268228),21.001845628268228,105.84234347218626,13.110920466748139
104,1717828120000.0,21.00192,105.84236666666666,POINT (105.84228538600732 21.0018629670044),21.0018629670044,105.84228538600732,10.555145550593116
105,1717828121000.0,21.00192333333333,105.84229333333332,POINT (105.84221568422593 21.001934293307173),21.001934293307173,105.84221568422592,8.152211028335604
106,1717828123000.0,21.001951666666667,105.84207833333332,POINT (105.84213144052676 21.001937992083214),21.001937992083214,105.84213144052676,5.718804198540119
107,1717828125000.0,21.001961666666663,105.84194333333336,POINT (105.84201485415207 21.001968162020976),21.001968162020976,105.84201485415208,7.459483641852845
108,1717828127000.0,21.001975,105.84179666666664,POINT (105.84186031166274 21.001953624488642),21.00195362448864,105.84186031166274,7.021398618363267
109,1717828128000.0,21.001985,105.841735,POINT (105.84181644359484 21.001942676858377),21.001942676858377,105.84181644359484,9.676059298203501
110,1717828129000.0,21.001998333333336,105.84167166666666,POINT (105.84176647245333 21.001967886083744),21.001967886083744,105.84176647245332,10.407654607443142
111,1717828131000.0,21.002035,105.84156666666668,POINT (105.84173767792161 21.001998311256695),21.001998311256692,105.8417376779216,18.21506591100226
112,1717828132000.0,21.002066666666664,105.84152666666664,POINT (105.84163935249046 21.00212397003395),21.00212397003395,105.84163935249046,13.320518426035626
113,1717828133000.0,21.00210833333333,105.84148666666668,POINT (105.84171200637361 21.00209232897627),21.00209232897627,105.8417120063736,23.459648182965097
114,1717828134000.0,21.002143333333333,105.84147,POINT (105.84168070140628 21.002131993501806),21.00213199350181,105.84168070140628,21.908790513201275
115,1717828135000.0,21.002171666666666,105.84145666666667,POINT (105.84165973289176 21.002159883954544),21.002159883954544,105.84165973289176,21.120555025382124
116,1717828136000.0,21.0022,105.84144833333332,POINT (105.841514799178 21.002089359685304),21.002089359685304,105.841514799178,14.105338956198398
117,1717828137000.0,21.00223833333333,105.84143666666664,POINT (105.84150158510563 21.00212789218219),21.00212789218219,105.84150158510565,14.008044717007667
118,1717828138000.0,21.00228666666667,105.84143,POINT (105.84149757967168 21.002179702898157),21.00217970289816,105.84149757967168,13.808605919745998
119,1717828139000.0,21.002343333333336,105.84143,POINT (105.84168669164154 21.002134608451314),21.002134608451318,105.84168669164154,35.33703768549003
120,1717828140000.0,21.00240833333333,105.84142666666666,POINT (105.84170103982643 21.00227514177796),21.00227514177796,105.84170103982645,32.10250733166118
121,1717828141000.0,21.002478333333336,105.84142833333333,POINT (105.84171966126657 21.002335789906077),21.00233578990608,105.84171966126657,34.14395997763905
122,1717828142000.0,21.002548333333333,105.841435,POINT (105.84174136417862 21.00254691586154),21.00254691586154,105.84174136417862,31.803331427744094
123,1717828143000.0,21.002623333333336,105.841445,POINT (105.84162391023037 21.002587692401434),21.002587692401438,105.84162391023035,18.990371599927144
124,1717828144000.0,21.0027,105.84144833333332,POINT (105.8416423778725 21.00265634308156),21.00265634308156,105.8416423778725,20.71997791113662
125,1717828145000.0,21.002776666666666,105.84145333333332,POINT (105.84164421312796 21.002726624281834),21.002726624281834,105.84164421312796,20.581244935020873
126,1717828146000.0,21.00285166666667,105.841455,POINT (105.84165222179702 21.00278394415624),21.00278394415624,105.84165222179702,21.814086827258038
127,1717828147000.0,21.002925,105.84144999999998,POINT (105.8415969769738 21.00280841817399),21.00280841817399,105.8415969769738,20.020802432039957
128,1717828148000.0,21.00299833333333,105.84144666666668,POINT (105.84167517491582 21.002810631697756),21.00281063169776,105.84167517491582,31.5958334867565
129,1717828149000.0,21.003073333333337,105.84144833333332,POINT (105.84169765561614 21.00287765512263),21.00287765512263,105.84169765561614,33.81242606113415
130,1717828151000.0,21.003146666666662,105.84144666666668,POINT (105.84168374466728 21.00308533819066),21.00308533819066,105.84168374466728,25.53775335853428
131,1717828152000.0,21.00322333333333,105.84144666666668,POINT (105.84163321585906 21.003181639256184),21.003181639256184,105.84163321585906,19.912381365403544
132,1717828153000.0,21.003298333333337,105.84145166666669,POINT (105.84160767938859 21.003273419676812),21.00327341967681,105.8416076793886,16.430457522895143
133,1717828154000.0,21.003370000000004,105.84145833333332,POINT (105.84159788315752 21.003333707435708),21.003333707435708,105.84159788315752,15.037864224013033
134,1717828155000.0,21.00350166666666,105.84146333333337,POINT (105.84160887901598 21.003405666112805),21.003405666112805,105.84160887901598,18.499255669645986
135,1717828156000.0,21.00350166666666,105.84146333333337,POINT (105.84162553629585 21.00343290745676),21.00343290745676,105.84162553629584,18.49237499471932
136,1717828157000.0,21.003611666666664,105.841465,POINT (105.84162024839704 21.003510184089436),21.00351018408944,105.84162024839704,19.67377523097673
137,1717828158000.0,21.00366166666667,105.84146166666666,POINT (105.8416119221992 21.003574416653134),21.003574416653134,105.8416119221992,18.368668729545675
138,1717828159000.0,21.003703333333338,105.84146,POINT (105.84160660266123 21.00360223429353),21.00360223429353,105.84160660266124,18.920211261339283
139,1717828160000.0,21.003743333333333,105.84146,POINT (105.84160611463324 21.00363755259913),21.00363755259913,105.84160611463324,19.194018024230452
140,1717828161000.0,21.003778333333337,105.84145833333332,POINT (105.84160379239673 21.00366948858519),21.00366948858519,105.84160379239673,19.35152231319893
141,1717828162000.0,21.003816666666665,105.84146333333337,POINT (105.8415904326573 21.003783449066404),21.003783449066404,105.8415904326573,13.701038148859634
142,1717828163000.0,21.003856666666668,105.84146833333334,POINT (105.84159725777309 21.003822494972464),21.003822494972464,105.84159725777307,13.91217398686152
143,1717828164000.0,21.0039,105.84147333333334,POINT (105.84161263378155 21.00387933822507),21.00387933822507,105.84161263378157,14.641697013064029
144,1717828166000.0,21.004003333333337,105.84147833333331,POINT (105.84156857785551 21.003945803995045),21.003945803995045,105.84156857785553,11.343733845681893
145,1717828167000.0,21.004061666666665,105.84147666666668,POINT (105.84155629524498 21.00400533350288),21.00400533350288,105.84155629524498,10.371283182209423
146,1717828168000.0,21.00412,105.84147666666668,POINT (105.8415456595325 21.004050560270816),21.004050560270816,105.8415456595325,10.531484588049752
147,1717828169000.0,21.004178333333336,105.84147833333331,POINT (105.84153889844184 21.004105733446142),21.004105733446146,105.84153889844184,10.232114100821732
148,1717828171000.0,21.004295000000003,105.84147666666668,POINT (105.84154920997122 21.00419792874319),21.00419792874319,105.84154920997122,13.161104404221422
149,1717828172000.0,21.004356666666663,105.841475,POINT (105.84155701393854 21.004294101943586),21.004294101943582,105.84155701393854,10.994502153527126
150,1717828173000.0,21.004421666666666,105.84148,POINT (105.84156286431936 21.004360354887623),21.004360354887623,105.84156286431936,10.975919400910792
151,1717828174000.0,21.00448666666667,105.84148333333331,POINT (105.84158267902588 21.004402857756816),21.004402857756816,105.84158267902588,13.899571768923096
152,1717828175000.0,21.00454666666667,105.841485,POINT (105.84158291108169 21.004469703042922),21.00446970304292,105.84158291108167,13.286883298742413
153,1717828176000.0,21.004615,105.84149166666666,POINT (105.8416026847196 21.004547042390215),21.00454704239021,105.8416026847196,13.78086701237948
154,1717828177000.0,21.00468333333333,105.8415,POINT (105.84162838719993 21.00459431617458),21.00459431617458,105.84162838719992,16.60104416026858
155,1717828178000.0,21.00475333333333,105.84150833333334,POINT (105.84160412328968 21.00466432170143),21.00466432170143,105.84160412328968,14.029903563655125
156,1717828180000.0,21.004896666666664,105.841495,POINT (105.84159738181323 21.004729471549382),21.004729471549386,105.84159738181324,21.414616088874066
157,1717828182000.0,21.00504,105.8415,POINT (105.84160562348454 21.00481792225946),21.00481792225946,105.84160562348454,27.018633246144113
158,1717828183000.0,21.005106666666663,105.8415,POINT (105.84160774909473 21.004893879583683),21.004893879583683,105.84160774909472,26.171351763067875
159,1717828184000.0,21.005176666666664,105.8415,POINT (105.84160338002886 21.00496867938085),21.00496867938085,105.84160338002886,25.49565273586716
160,1717828185000.0,21.005245,105.8415,POINT (105.84159131088818 21.005045865937955),21.005045865937955,105.84159131088818,24.086156847880126
161,1717828186000.0,21.00530666666667,105.8415,POINT (105.84167270779653 21.005098659481018),21.005098659481018,105.84167270779652,29.26400858559934
162,1717828189000.0,21.005435,105.84151,POINT (105.84166164418744 21.00524790047676),21.00524790047676,105.84166164418744,26.08876613823215
163,1717828190000.0,21.005496666666662,105.84151166666668,POINT (105.8416625375162 21.005316609541595),21.005316609541595,105.8416625375162,25.419139242125805
164,1717828191000.0,21.005565,105.841525,POINT (105.8414459624368 21.00554416817143),21.00554416817143,105.8414459624368,8.525263055358337
165,1717828192000.0,21.005631666666662,105.84153,POINT (105.84145145514415 21.00561068656256),21.00561068656256,105.84145145514417,8.480569972032358
166,1717828193000.0,21.00569833333333,105.84153833333332,POINT (105.84153262288577 21.005590846967472),21.005590846967472,105.84153262288577,11.966629375419219
167,1717828194000.0,21.00584,105.84154333333332,POINT (105.84148163140483 21.005720507793384),21.005720507793384,105.84148163140485,14.750130926113181
168,1717828195000.0,21.005918333333337,105.84153999999998,POINT (105.84148744121786 21.005821570906193),21.005821570906196,105.84148744121786,12.063717844621529
169,1717828196000.0,21.00599833333333,105.841545,POINT (105.84152631773351 21.005957704451735),21.00595770445173,105.84152631773352,4.916380319040033
170,1717828198000.0,21.006153333333334,105.84156,POINT (105.84157000530907 21.006017153566095),21.00601715356609,105.84157000530908,15.178075595687003
171,1717828199000.0,21.006228333333336,105.841565,POINT (105.8415693853233 21.00610110848606),21.00610110848606,105.8415693853233,14.15407975834856
172,1717828200000.0,21.006300000000003,105.84156833333331,POINT (105.84157955664716 21.00619474899261),21.00619474899261,105.84157955664716,11.76122308304793
173,1717828201000.0,21.00636666666667,105.84156833333331,POINT (105.84159378754647 21.00631739450764),21.00631739450764,105.84159378754649,6.0826818512082825
174,1717828202000.0,21.006436666666666,105.84156166666668,POINT (105.84156861452483 21.006367964594617),21.006367964594617,105.84156861452485,7.673291328951047
175,1717828204000.0,21.006586666666667,105.84156166666668,POINT (105.84156883121642 21.006435639783632),21.006435639783632,105.84156883121642,16.809883236939235
176,1717828205000.0,21.006660000000004,105.84156333333334,POINT (105.84152229698358 21.006533485297197),21.0065334852972,105.84152229698358,14.698586673064328
177,1717828206000.0,21.006735000000003,105.84156666666668,POINT (105.84151591696452 21.00659949841749),21.00659949841749,105.84151591696452,15.961504462859024
178,1717828207000.0,21.006813333333337,105.841565,POINT (105.8415329459853 21.006729391029904),21.006729391029904,105.8415329459853,9.90929278470606
179,1717828208000.0,21.006888333333336,105.84156833333331,POINT (105.84157756338558 21.006860771809585),21.006860771809585,105.84157756338558,3.210980217673546
180,1717828209000.0,21.006961666666665,105.841575,POINT (105.84160338372033 21.00693033317877),21.00693033317877,105.84160338372033,4.562911756472413
181,1717828210000.0,21.00703333333333,105.84158,POINT (105.84160299335173 21.00703049712564),21.00703049712564,105.84160299335171,2.407558776347886
182,1717828211000.0,21.007105000000003,105.84158333333336,POINT (105.84161106502776 21.007091995568675),21.007091995568675,105.84161106502776,3.2214525353384373
183,1717828212000.0,21.007171666666668,105.841585,POINT (105.84161938361491 21.00716345530416),21.00716345530416,105.84161938361493,3.6841098440300377
184,1717828213000.0,21.007235,105.84159333333334,POINT (105.84158587546436 21.00728943946611),21.00728943946611,105.84158587546436,6.102694702502146
185,1717828214000.0,21.007301666666663,105.84160333333332,POINT (105.84163405746735 21.007316566865224),21.007316566865224,105.84163405746736,3.593980421287816
186,1717828215000.0,21.00735666666667,105.84162666666668,POINT (105.84164334945403 21.007370281106116),21.00737028110612,105.84164334945405,2.3001525794185262
187,1717828217000.0,21.007455,105.84170166666668,POINT (105.8416678586423 21.00740802036695),21.00740802036695,105.8416678586423,6.293258325578016
188,1717828218000.0,21.007488333333335,105.84175333333332,POINT (105.84172302896373 21.00744076507566),21.00744076507566,105.84172302896371,6.154085995745047
189,1717828219000.0,21.00752333333333,105.841815,POINT (105.84181002681305 21.007454500492983),21.007454500492983,105.84181002681304,7.671252475997459
190,1717828220000.0,21.00754,105.84188333333334,POINT (105.8418882011681 21.00745900898883),21.00745900898883,105.8418882011681,9.01995427355258
191,1717828222000.0,21.00754333333333,105.84204166666665,POINT (105.84196921163344 21.007447861697862),21.007447861697862,105.84196921163344,13.01023171080441
192,1717828223000.0,21.007551666666668,105.84213,POINT (105.84205060729116 21.007444358977025),21.007444358977025,105.84205060729116,14.501491972348976
193,1717828224000.0,21.007555000000004,105.84221833333336,POINT (105.84213329575661 21.007453769753926),21.007453769753926,105.8421332957566,14.304702629918438
194,1717828225000.0,21.007551666666668,105.84230666666666,POINT (105.84222232085375 21.007454508498718),21.00745450849872,105.84222232085376,13.905876174233555
195,1717828226000.0,21.007548333333336,105.84239666666666,POINT (105.842309049026 21.007455618346295),21.00745561834629,105.842309049026,13.747906020984598
196,1717828227000.0,21.00755333333333,105.84248333333336,POINT (105.842401034179 21.007451966455186),21.007451966455186,105.842401034179,14.143164978478255
197,1717828228000.0,21.007558333333336,105.84257,POINT (105.84249223413127 21.007467524208735),21.00746752420873,105.84249223413129,12.927636670101805
198,1717828229000.0,21.007558333333336,105.842655,POINT (105.84258437610082 21.007469097252546),21.007469097252542,105.84258437610082,12.337032126297837
199,1717828231000.0,21.00756666666667,105.84283333333332,POINT (105.84267207688166 21.007474984083217),21.007474984083217,105.84267207688166,19.599180633091226
200,1717828232000.0,21.007573333333333,105.842915,POINT (105.8427527995394 21.007473722870493),21.007473722870493,105.8427527995394,20.15363850708345
201,1717828234000.0,21.00758166666667,105.842995,POINT (105.84292477866492 21.007482260453322),21.00748226045332,105.84292477866492,13.240564220516985
