,t_k,x_k,y_k,z_k
9182,-160303.634016539,-99065845.0949663,191631898.88402823,524303431.0605165
9183,-160303.625680628,-254370045.93177494,359947070.2692977,279994933.0927876
9184,-160302.625489602,31752606.02155037,2697755.9025440337,-572474304.2821702
9185,-160302.636499945,257040853.1005327,5238658.052279248,489587189.41729057
9186,-160302.627060627,-299773979.48618305,394022917.13256884,-149362051.41219053
9187,-160302.634018131,-99065169.59898666,191630571.0057158,524300227.41618365
9188,-160302.625681093,-254368465.95824733,359944731.25295025,279993315.0759104
9189,-160301.625487674,31752335.920521963,2697597.4458700367,-572470744.6358962
9190,-160301.636501455,257039114.6208544,5238652.883372258,489584214.42374265
9191,-160301.627059122,-299772187.85066247,394020462.21382743,-149360981.35175744
9192,-160301.634019796,-99064494.10305631,191629243.12750122,524297023.77208287
9193,-160301.625681566,-254366885.98473424,359942392.2366224,279991697.0590452
9194,-160300.625486233,31752065.819623236,2697438.989274146,-572467184.9913548
9195,-160300.636502876,257037376.14101768,5238647.714464808,489581239.42993075
9196,-160300.627057593,-299770396.2151027,394018007.2950272,-149359911.2912987
9197,-160300.634021428,-99063818.60710366,191627915.24924374,524293820.1278744
9198,-160300.625682019,-254365306.01119143,359940053.22024876,279990079.0421467
9199,-160299.636504373,257035637.66130927,5238642.545557751,489578264.4363459
9200,-160299.627056081,-299768604.579577,394015552.3762687,-149358841.23085815
9201,-160299.634023132,-99063143.11119965,191626587.37108278,524290616.4838947
9202,-160299.625682451,-254363726.0376173,359937714.20382696,279988461.0252133
9203,-160298.626537454,-154981443.31758744,-361741914.35686886,-363774363.44461894
9204,-160298.625482579,31751525.617611673,2697122.075962828,-572460065.6995213
9205,-160298.636505806,257033899.18148598,5238637.376650363,489575289.4425717
9206,-160298.627054545,-299766812.94401217,394013097.4574513,-149357771.17039192
9207,-160298.634024755,-99062467.61524093,191625259.49281523,524287412.83965373
9208,-160298.625682962,-254362146.06416985,359935375.18759084,279986843.0084068
9209,-160297.626539097,-154980477.94414845,-361739775.6470622,-363771987.18152755
9210,-160297.62548106,31751255.51668629,2696963.6193573703,-572456506.0546997
9211,-160297.636507278,257032160.70172668,5238632.207743177,489572314.4489143
9212,-160297.627053051,-299765021.3085262,394010642.5387369,-149356701.1099706
9213,-160297.634026414,-99061792.11930652,191623931.6145964,524284209.1955261
9214,-160297.625683386,-254360566.09058678,359933036.1711521,279985224.99145854
9215,-160296.626540231,-154979512.57022,-361737636.9361659,-363769610.9172277
9216,-160296.625479185,31750985.41566288,2696805.1626964305,-572452946.4086097
9217,-160296.636508735,257030422.2219377,5238627.038835913,489569339.45521337
9218,-160296.62705152,-299763229.6729778,394008187.6199317,-149355631.0495097
9219,-160296.634027991,-99061116.62331674,191622603.73626962,524281005.5511341
9220,-160296.625683814,-254358986.1170119,359930697.1547237,279983606.9745159
9221,-160295.626541691,-154978547.19660813,-361735498.225966,-363767234.6537033
9222,-160295.625477339,31750715.31464545,2696646.7060410203,-572449386.7626221
9223,-160295.636510225,257028683.74220222,5238621.86992882,489566364.46161145
9224,-160295.627049994,-299761438.0374419,394005732.7011388,-149354560.98905417
9225,-160295.634029726,-99060441.12743366,191621275.85815358,524277801.9072463
9226,-160295.625684261,-254357406.14346892,359928358.1383407,279981988.957603
9227,-160294.626542802,-154977581.8226612,-361733359.5150187,-363764858.3893506
9228,-160294.625475594,31750445.21365343,2696488.249402545,-572445827.1169931
9229,-160294.636511676,257026945.2623953,5238616.701021525,489563389.46789443
9230,-160294.627048496,-299759646.4019601,394003277.78241473,-149353490.92862862
9231,-160294.625684729,-254355826.16996095,359926019.12200767,279980370.94072324
9232,-160293.626544016,-154976616.44881555,-361731220.80429083,-363762482.12524354
9233,-160293.625473895,31750175.112671982,2696329.792772291,-572442267.471527
9234,-160293.63651313,257025206.78258982,5238611.532114246,489560414.47418725
9235,-160293.627046976,-299757854.7664425,394000822.86363655,-149352420.8681795
9236,-160293.634033013,-99059090.13554391,191618620.10168126,524271394.61887884
9237,-160293.625685173,-254354246.19641697,359923680.10561955,279978752.9238036
9238,-160292.626545283,-154975651.07502294,-361729082.0936753,-363760105.86126333
9239,-160292.625472169,31749905.01168137,2696171.3361386876,-572438707.8259636
9240,-160292.636514571,257023468.30275804,5238606.363206899,489557439.48044235
9241,-160292.627045479,-299756063.13096976,393998367.9449148,-149351350.80775496
9242,-160292.634034575,-99058414.63954398,191617292.22333828,524268190.9744312
9243,-160292.625685628,-254352666.22289222,359921341.0892581,279977134.9069009
9244,-160291.626546683,-154974685.70136055,-361726943.3833433,-363757729.5976001
9245,-160291.62547034,31749634.910661075,2696012.8794896947,-572435148.1800327
9246,-160291.636516041,257021729.82297295,5238601.1942997025,489554464.4867847
9247,-160291.62704395,-299754271.4954435,393995913.0261146,-149350280.7472962
9248,-160291.634036428,-99057739.14374062,191615964.34538266,524264987.3309141
9249,-160291.625686103,-254351086.2494009,359919002.0729443,279975516.8900296
9250,-160290.626547987,-154973720.32760736,-361724804.6728051,-363755353.3337097
9251,-160290.625468667,31749364.809681065,2695854.422866359,-572431588.5346564
9252,-160290.636517503,257019991.34317026,5238596.025392464,489551489.49310416
9253,-160290.627042408,-299752479.85989773,393993458.10728246,-149349210.68682358
9254,-160290.634037948,-99057063.64771233,191614636.4669858,524261783.68632823
9255,-160290.625686563,-254349506.27588776,359916663.0565962,279973898.8731331
9256,-160289.626549322,-154972754.953886,-361722665.9623322,-363752977.069894
9257,-160289.625466933,31749094.70868271,2695695.9662342817,-572428028.8890619
9258,-160289.636518954,257018252.8633447,5238590.85648517,489548514.4993918
9259,-160289.627040898,-299750688.2244129,393991003.1885288,-149348140.62638512
9260,-160289.634039552,-99056388.15174077,191613308.58870137,524258580.04200953
9261,-160289.625687007,-254347926.3023512,359914324.0402118,279972280.8562098
9262,-160288.626550328,-154971789.57984886,-361720527.2511548,-363750600.8052972
9263,-160288.62546516,31748824.60767195,2695537.5095969574,-572424469.2433276
9264,-160288.636520427,257016514.3835536,5238585.687577989,489545539.5057458
9265,-160288.627039381,-299748896.5889193,393988548.26975805,-149347070.56593925
9266,-160288.63404125,-99055712.65583272,191611980.71054274,524255376.3979902
9267,-160288.625687462,-254346346.32883388,359911985.02385396,279970662.8393034
9268,-160287.626551844,-154970824.20630595,-361718388.5410672,-363748224.54191345
9269,-160287.625463426,31748554.506669864,2695379.052966743,-572420909.5977312
9270,-160287.636521864,257014775.9036963,5238580.518670621,489542564.51199365
9271,-160287.627037846,-299747104.95339715,393986093.350943,-149346000.50547406
9272,-160287.634042835,-99055037.15984833,191610652.83223495,524252172.75360703
9273,-160287.625687912,-254344766.3553105,359909646.00748545,279969044.8223879
9274,-160286.62655312,-154969858.8325332,-361716249.8304653,-363745848.27796024
9275,-160286.625461696,31748284.405667007,2695220.596338097,-572417349.9521481
9276,-160286.63652332,257013037.42386818,5238575.349763352,489539589.5182989
9277,-160286.627036345,-299745313.3179397,393983638.43221146,-149344930.44504526
9278,-160286.625688362,-254343186.38178903,359907306.9911178,279967426.80547154
9279,-160285.626554368,-154968893.45873526,-361714111.11980265,-363743472.01394147
9280,-160285.625459876,31748014.30463796,2695062.1396961166,-572413790.3062438
9281,-160285.636524765,257011298.94401732,5238570.180856027,489536614.5245725
9282,-160285.627034797,-299743521.6824018,393981183.5133647,-149343860.38456622
9283,-160285.63404622,-99053686.16802476,191607997.07590765,524245765.46552366
9284,-160285.625688834,-254341606.40830415,359904967.97480255,279965808.7885898
9285,-160284.626555672,-154967928.08499327,-361711972.40925884,-363741095.7500567
9286,-160284.625458119,31747744.203624085,2694903.683065053,-572410230.6605628
9287,-160284.636526237,257009560.4642096,5238565.011948841,489533639.53092724
9288,-160284.627033288,-299741730.0469374,393978728.5946135,-149342790.32412887
9289,-160284.634047757,-99053010.67200795,191606669.1975389,524242561.8209811
9290,-160284.625689254,-254340026.434739,359902628.95836663,279964190.77162296
9291,-160283.626556966,-154966962.71124348,-361709833.6986927,-363738719.48614895
9292,-160283.625456432,31747474.10262724,2694745.226446014,-572406671.0151298
9293,-160283.636527685,257007821.9843565,5238559.84304153,489530664.5372116
9294,-160283.627031774,-299739938.41146773,393976273.67585003,-149341720.26368615
9295,-160283.634049444,-99052335.17609246,191605341.31937033,524239358.1769172
9296,-160283.625689746,-254338446.46128947,359900289.94210005,279962572.7547717
9297,-160282.626558197,-154965997.33743474,-361707694.98799086,-363736343.22209257
9298,-160282.625454635,31747204.00159883,2694586.7698104777,-572403111.3693047
9299,-160282.636529114,257006083.50446662,5238554.674134121,489527689.54344034
9300,-160282.62703027,-299738146.7760198,393973818.75711113,-149340650.20325416
9301,-160282.634051103,-99051659.68015806,191604013.44116548,524236154.5327617
9302,-160282.625690144,-254336866.48769325,359897950.9256145,279960954.73776746
9303,-160281.626559498,-154965031.96369544,-361705556.2774378,-363733966.95820343
9304,-160281.636530588,257004345.02465117,5238549.5052269455,489524714.5498038
9305,-160281.627028712,-299736355.14047885,393971363.8382397,-149339580.1427644
9306,-160281.634052658,-99050984.1841534,191602685.56282344,524232950.88827115
9307,-160281.625690608,-254335286.51420322,359895611.90928423,279959336.72086906
9308,-160280.626560791,-154964066.58995026,-361703417.5668668,-363731590.6942962
9309,-160280.625451078,31746663.79954641,2694269.8565480537,-572395992.0777829
9310,-160280.636532047,257002606.54480597,5238544.336319692,489521739.5561237
9311,-160280.627027207,-299734563.5050366,393968908.9194983,-149338510.0823313
9312,-160280.634054393,-99050308.68827035,191601357.68472138,524229747.24435556
9313,-160280.625691062,-254333706.54069924,359893272.8929316,279957718.7039536
9314,-160279.625449531,31746393.698579937,2694111.3999549225,-572392432.4328448
9315,-160279.636533518,257000868.06497797,5238539.167412501,489518764.56248015
9316,-160279.627025657,-299732771.8695174,393966454.0006466,-149337440.02185008
9317,-160279.634056026,-99049633.19231836,191600029.8064848,524226543.6001111
9318,-160279.625691538,-254332126.56723186,359890933.87663126,279956100.6870728
9319,-160278.626563379,-154962135.84246743,-361699140.1457261,-363726838.16648936
9320,-160278.625447754,31746123.597549472,2693952.9433262777,-572388872.7870868
9321,-160278.636534966,256999129.5851062,5238533.99850519,489515789.5687691
9322,-160278.627024144,-299730980.2340682,393963999.0818856,-149336369.96140844
9323,-160278.634057606,-99048957.69633059,191598701.92817873,524223339.9556951
9324,-160278.625692031,-254330546.5937932,359888594.86037165,279954482.6702185
9325,-160277.626564676,-154961170.46873173,-361697001.4351608,-363724461.90259445
9326,-160277.625445965,31745853.496513914,2693794.486696662,-572385313.1412854
9327,-160277.636536442,256997391.10527936,5238528.8295980245,489512814.5751423
9328,-160277.627022613,-299729188.5985905,393961544.1630804,-149335299.90094754
9329,-160277.634059251,-99048282.20038673,191597374.04995996,524220136.31148547
9330,-160277.625692428,-254328966.62020475,359886255.84388846,279952864.65320796
9331,-160276.626565935,-154960205.0949612,-361694862.7245133,-363722085.6386101
9332,-160276.625444204,31745583.39548404,2693636.0300724152,-572381753.4955826
9333,-160276.636537921,256995652.62545407,5238523.660690875,489509839.5815253
9334,-160276.627021077,-299727396.9631076,393959089.244263,-149334229.8404813
9335,-160276.634060961,-99047606.70448677,191596046.1718284,524216932.6674822
9336,-160276.625692869,-254327386.6466877,359883916.8275091,279951246.63626766
9337,-160275.626567162,-154959239.72116163,-361692724.0137964,-363719709.37455076
9338,-160275.625442505,31745313.294469066,2693477.5734589254,-572378193.8500997
9339,-160275.63653934,256993914.14552063,5238518.491783414,489506864.58773077
9340,-160275.62701956,-299725605.3276624,393956634.32549214,-149333159.7800354
9341,-160275.634062602,-99046931.20854023,191594718.2936062,524213729.02325606
9342,-160275.625693342,-254325806.67322302,359881577.8112055,279949628.6193783
9343,-160274.626568496,-154958274.3474672,-361690585.3033075,-363717333.1107465
9344,-160274.625440743,31745043.193435207,2693319.1168363807,-572374634.2043915
9345,-160274.636540817,256992175.66568443,5238513.322876254,489503889.59410983
9346,-160274.627018004,-299723813.69215107,393954179.4066256,-149332089.71954775
9347,-160274.63406422,-99046255.71257813,191593390.41535434,524210525.37895435
9348,-160274.625693707,-254324226.69958955,359879238.7946502,279948010.60231316
9349,-160273.626569814,-154957308.9737592,-361688446.59278333,-363714956.84690523
9350,-160273.636542266,256990437.18579575,5238508.153968949,489500914.6004064
9351,-160273.62701649,-299722022.0567187,393951724.4878622,-149331019.65910506
9352,-160273.63406582,-99045580.21660386,191592062.5370795,524207321.73459303
9353,-160273.625694132,-254322646.7260528,359876899.7782362,279946392.58534425
9354,-160272.626571054,-154956343.5999778,-361686307.8820914,-363712580.58287954
9355,-160272.625437187,31744502.99135325,2693002.2035890217,-572367514.9128585
9356,-160272.636543761,256988698.70598337,5238502.985061881,489497939.6068408
9357,-160272.627014943,-299720230.42123103,393949269.5690177,-149329949.59862706
9358,-160272.634067448,-99044904.72064853,191590734.6588428,524204118.09031963
9359,-160272.625694663,-254321066.75268534,359874560.7620711,279944774.5685458
9360,-160271.626572174,-154955378.22608235,-361684169.1711419,-363710204.3185696
9361,-160271.625435457,31744232.89032245,2692843.7469743425,-572363955.2672615
9362,-160271.636545234,256986960.226129,5238497.816154701,489494964.6132107
9363,-160271.627013406,-299718438.7857649,393946814.65019786,-149328879.53815973
9364,-160271.634069161,-99044229.2247506,191589406.7807199,524200914.44631666
9365,-160271.62569507,-254319486.77912384,359872221.74561685,279943156.5515459
9366,-160270.626573551,-154954412.85243696,-361682030.4607413,-363707828.0548714
9367,-160270.625433906,31743962.789338127,2692685.2903889595,-572360395.6223006
9368,-160270.636546686,256985221.7462344,5238492.64724741,489491989.619519
9369,-160270.62701186,-299716647.1502864,393944359.73135585,-149327809.4776828
9370,-160270.634070647,-99043553.72869933,191588078.90229648,524197710.80158466
9371,-160270.625695411,-254317906.80545998,359869882.7290092,279941538.5344382
9372,-160269.626574743,-154953447.47861475,-361679891.7499439,-363705451.7907343
9373,-160269.625432027,31743692.688263357,2692526.8337525357,-572356835.9761714
9374,-160269.636548172,256983483.26639518,5238487.478340297,489489014.6259294
9375,-160269.627010347,-299714855.51487076,393941904.8125949,-149326739.4172412
9376,-160269.634072326,-99042878.23277843,191586751.0241303,524194507.15746903
9377,-160269.62569586,-254316326.83196858,359867543.71265507,279939920.5175044
9378,-160268.626575929,-154952482.10478863,-361677753.03913283,-363703075.526584
9379,-160268.625430424,31743422.587261263,2692368.3771607745,-572353276.3310236
9380,-160268.636549657,256981744.78655043,5238482.309433178,489486039.63233775
9381,-160268.627008793,-299713063.87938535,393939449.89373326,-149325669.35675567
9382,-160268.634073852,-99042202.7367542,191585423.14576188,524191303.5128614
9383,-160268.625696268,-254314746.85841423,359865204.6962059,279938302.50050324
9384,-160267.626577179,-154951516.7310262,-361675614.3284577,-363700699.2625867
9385,-160267.625428651,31743152.48621139,2692209.920543008,-572349716.6852697
9386,-160267.636551176,256980006.30676115,5238477.140526234,489483064.6388481
9387,-160267.627007225,-299711272.24387866,393936994.9748373,-149324599.2962552
9388,-160267.634075669,-99041527.2409265,191584095.26778078,524188099.8691841
9389,-160267.625696721,-254313166.88493288,359862865.67986304,279936684.48357403
9390,-160266.626578466,-154950551.3573013,-361673475.61786073,-363698322.9986783
9391,-160266.636552654,256978267.82689685,5238471.971619079,489480089.64523757
9392,-160266.627005722,-299709480.6084921,393934540.05610085,-149323529.23582426
9393,-160266.625697095,-254311586.91132858,359860526.6633363,279935066.4665161
9394,-160265.626579807,-154949585.98363042,-361671336.9073784,-363695946.7348991
9395,-160265.62542516,31742612.28412092,2691893.007318983,-572342597.3939551
9396,-160265.636554191,256976529.34713137,5238466.802712229,489477114.6518034
9397,-160265.627004157,-299707688.97299814,393932085.1372122,-149322459.17532697
9398,-160265.634078679,-99040176.24884965,191581439.5109928,524181692.579825
9399,-160265.625697548,-254310006.93785095,359858187.64699525,279933448.44958496
9400,-160264.626580956,-154948620.60977605,-361669198.19648445,-363693570.4706646
9401,-160264.625423406,31742342.183070593,2691734.5507070194,-572339037.748266
9402,-160264.636555607,256974790.8671518,5238461.633804753,489474139.6580102
9403,-160264.62700261,-299705897.33754027,393929630.2183678,-149321389.114849
9404,-160264.625697915,-254308426.9642393,359855848.63045394,279931830.4325138
9405,-160263.626582336,-154947655.23614654,-361667059.48608357,-363691194.20698
9406,-160263.625421649,31742072.082017593,2691576.0940955137,-572335478.1025654
9407,-160263.636557113,256973052.38732502,5238456.4648977425,489471164.6644857
9408,-160263.627001071,-299704105.70210034,393927175.29954296,-149320319.05437952
9409,-160263.634081965,-99038825.25695921,191578783.75457504,524175285.2913426
9410,-160263.625698356,-254306846.9907464,359853509.6140866,279930212.4155614
9411,-160262.625419935,31741801.980974354,2691417.6374917557,-572331918.4570171
9412,-160262.636558668,256971313.9075796,5238451.295990985,489468189.6711078
9413,-160262.626999554,-299702314.0667036,393924720.3807722,-149319248.99393362
9414,-160262.634083551,-99038149.76097551,191577455.8762919,524172081.64691603
9415,-160262.625698739,-254305267.01716375,359851170.59758466,279928594.3985142
9416,-160261.62658472,-154945724.4885301,-361662782.06447494,-363686441.67872006
9417,-160261.625418164,31741531.879913844,2691259.1808798974,-572328358.8112648
9418,-160261.636560159,256969575.42771932,5238446.127083898,489465214.67754066
9419,-160261.626998016,-299700522.4312729,393922265.4619498,-149318178.93346524
9420,-160261.634085153,-99037474.2650026,191576127.99803093,524168878.00253886
9421,-160261.625699182,-254303687.04367784,359848831.58122396,279926976.3815633
9422,-160260.626585897,-154944759.1147102,-361660643.3536372,-363684065.4145557
9423,-160260.625416447,31741261.778866064,2691100.724277521,-572324799.1657037
9424,-160260.63656171,256967836.94795954,5238440.9581771195,489462239.68415284
9425,-160260.626996458,-299698730.7958102,393919810.5430784,-149317108.87297547
9426,-160260.634086515,-99036798.76886757,191574800.11945215,524165674.3573909
9427,-160260.625699497,-254302107.06999144,359846492.56456476,279925358.3644042
9428,-160259.626587259,-154943793.74107078,-361658504.64319414,-363681689.15083206
9429,-160259.625414691,31740991.67780588,2690942.267669897,-572321239.5200028
9430,-160259.636563344,256966098.46834034,5238435.78927077,489459264.69101274
9431,-160259.626994932,-299696939.16040856,393917355.6242855,-149316038.81251994
9432,-160259.625699958,-254300527.09653762,359844153.54824805,279923740.3474805
9433,-160258.626588408,-154942828.36722755,-361656365.9322946,-363679312.8866031
9434,-160258.625412961,31740721.576750863,2690783.811067329,-572317679.8743937
9435,-160258.626993418,-299695147.52503204,393914900.70552206,-149314968.75207722
9436,-160258.625700336,-254298947.12295455,359841814.53173804,279922122.3304215
9437,-160257.626589629,-154941862.99345574,-361654227.22154814,-363676936.62254626
9438,-160257.625411239,31740451.47569614,2690625.3544669556,-572314120.2288121
9439,-160257.626991874,-299693355.8896056,393912445.786685,-149313898.69160244
9440,-160257.625700781,-254297367.14947915,359839475.51538575,279920504.31347
9441,-160256.626590835,-154940897.6196713,-361652088.5107686,-363674560.35845464
9442,-160256.625409463,31740181.37462497,2690466.89785896,-572310560.5830374
9443,-160256.6365679,256960883.0288589,5238420.282549935,489450339.710569
9444,-160256.626990341,-299691564.25420254,393909990.8678749,-149312828.6311394
9445,-160256.634092968,-99034096.78500633,191569488.606481,524152859.78000015
9446,-160256.62570108,-254295787.17577496,359837136.4986928,279918886.29628134
9447,-160255.626592028,-154939932.24587616,-361649949.7999604,-363672184.0943331
9448,-160255.625407771,31739911.273574624,2690308.441265204,-572307000.9375607
9449,-160255.636569305,256959144.54882672,5238415.113642403,489447364.7167516
9450,-160255.626988827,-299689772.61883724,393907535.94911146,-149311758.57069668
9451,-160255.634094584,-99033421.28904289,191568160.7282442,524149656.13565665
9452,-160255.625701605,-254294207.2024297,359834797.48252946,279917268.27945745
9453,-160254.626593266,-154938966.8721263,-361647811.0892475,-363669807.83031934
9454,-160254.625405996,31739641.1725,2690149.9846592275,-572303441.2917875
9455,-160254.636570882,256957406.06908983,5238409.944735759,489444389.7234466
9456,-160254.626987294,-299687980.98344165,393905081.0303014,-149310688.51023367
9457,-160254.634096148,-99032745.7930443,191566832.84993926,524146452.4911447
9458,-160254.625701894,-254292627.22871345,359832458.46581507,279915650.2622508
9459,-160253.626594477,-154938001.4983523,-361645672.3784759,-363667431.5662425
9460,-160253.625404293,31739371.071442965,2689991.528065593,-572299881.6462699
9461,-160253.636572413,256955667.58926922,5238404.775828877,489441414.7300058
9462,-160253.62698574,-299686189.34801215,393902626.11143976,-149309618.44974816
9463,-160253.634097555,-99032070.29693969,191565504.97142678,524143248.8461279
9464,-160253.625702317,-254291047.25521076,359830119.449415,279914032.2452599
9465,-160252.626595789,-154937036.12467763,-361643533.6679194,-363665055.3024065
9466,-160252.625402518,31739100.970364608,2689833.071461479,-572296322.0004951
9467,-160252.636573923,256953929.10940838,5238399.606921888,489438439.7365035
9468,-160252.62698421,-299684397.7126293,393900171.192637,-149308548.38928834
9469,-160252.634099216,-99031394.80100663,191564177.0932525,524140045.2019229
9470,-160252.625702712,-254289467.2816657,359827780.43295044,279912414.22822285
9471,-160251.62659692,-154936070.75083005,-361641394.9569748,-363662679.03814125
9472,-160251.625400827,31738830.86930709,2689674.6148716086,-572292762.3550181
9473,-160251.636575407,256952190.62949857,5238394.438014763,489435464.7429247
9474,-160251.626982669,-299682606.07723063,393897716.27380735,-149307478.32881674
9475,-160251.63410081,-99030719.30502833,191562849.21499026,524136841.55750155
9476,-160251.625703121,-254287887.30814466,359825441.4165195,279910796.21120757
9477,-160250.626598142,-154935105.37707224,-361639256.246224,-363660302.7740933
9478,-160250.625399073,31738560.768230684,2689516.1582726836,-572289202.709316
9479,-160250.636576975,256950452.14973116,5238389.269108074,489432489.7495967
9480,-160250.626981117,-299680814.4418159,393895261.35495067,-149306408.2683334
9481,-160250.634102575,-99030043.80916551,191561521.3369559,524133637.913626
9482,-160250.625703465,-254286307.33452272,359823102.3999374,279909178.19408613
9483,-160249.626599446,-154934140.00339544,-361637117.5356476,-363657926.5102411
9484,-160249.625397281,31738290.667142153,2689357.701668672,-572285643.0634779
9485,-160249.636578485,256948713.66985914,5238384.100201083,489429514.7560971
9486,-160249.626979619,-299679022.8065016,393892806.4362265,-149305338.20790783
9487,-160249.634104077,-99029368.31312506,191560193.45857334,524130434.2689061
9488,-160249.625703846,-254284727.36096114,359820763.3834429,279907560.1770236
9489,-160248.62660067,-154933174.62964326,-361634978.8248991,-363655550.24619967
9490,-160248.625395605,31738020.566083092,2689199.2450839705,-572282083.4180516
9491,-160248.636580048,256946975.19007558,5238378.931294368,489426539.76275617
9492,-160248.62697808,-299677231.1711176,393890351.51740164,-149304268.14743835
9493,-160248.634105552,-99028692.81706636,191558865.5801558,524127230.62409776
9494,-160248.625704261,-254283147.38745517,359818424.3670288,279905942.1600153
9495,-160247.6266019,-154932209.25589874,-361632840.11416256,-363653173.98217356
9496,-160247.625393855,31737750.465002187,2689040.7884884775,-572278523.772361
9497,-160247.636581541,256945236.71016654,5238373.762387291,489423564.7692079
9498,-160247.62697654,-299675439.5357355,393887896.5985744,-149303198.08696783
9499,-160247.634107097,-99028017.32105495,191557537.70183215,524124026.9795119
9500,-160247.625704724,-254281567.41402683,359816085.35072786,279904324.1430835
9501,-160246.626603126,-154931243.88215223,-361630701.4034165,-363650797.7181388
9502,-160246.625392132,31737480.363926705,2688882.3318981887,-572274964.1267656
9503,-160246.636583083,256943498.23033893,5238368.593480466,489420589.77580625
9504,-160246.626974999,-299673647.9003554,393885441.6797447,-149302128.02649626
9505,-160246.634108717,-99027341.82509421,191556209.82360902,524120823.3351645
9506,-160246.625705059,-254279987.4403982,359813746.3341285,279902706.12594384
9507,-160245.626604298,-154930278.50835547,-361628562.69255406,-363648421.45397663
9508,-160245.62539034,31737210.262830723,2688723.875297902,-572271404.4809237
9509,-160245.636584581,256941759.7504312,5238363.424573414,489417614.7822747
9510,-160245.626973464,-299671856.26498973,393882986.7609297,-149301057.96603107
9511,-160245.634110278,-99026666.3290936,191554881.9453085,524117619.69062614
9512,-160245.625705412,-254278407.46679977,359811407.3175722,279901088.1088323
9513,-160244.626605663,-154929313.13474685,-361626423.98210347,-363646045.190274
9514,-160244.625388625,31736940.161753673,2688565.4187107435,-572267844.8353548
9515,-160244.636586128,256940021.2706049,5238358.255666615,489414639.78888994
9516,-160244.626971939,-299670064.6296457,393880531.84213924,-149299987.90557662
9517,-160244.634111832,-99025990.83308828,191553554.06699964,524114416.04606354
9518,-160244.625705807,-254276827.49326962,359809068.30111504,279899470.0917878
9519,-160243.626606842,-154928347.76096055,-361624285.2712541,-363643668.9261304
9520,-160243.625386873,31736670.060664773,2688406.9621186587,-572264285.1896534
9521,-160243.636587702,256938282.7908218,5238353.086759957,489411664.79558635
9522,-160243.626970412,-299668272.9943018,393878076.92334396,-149298917.84512
9523,-160243.634113448,-99025315.33712482,191552226.188774,524111212.40169764
9524,-160243.625706264,-254275247.5198393,359806729.2848038,279897852.07484263
9525,-160242.626608143,-154927382.3872939,-361622146.5606648,-363641292.6622776
9526,-160242.62538519,31736399.959592655,2688248.505538438,-572260725.5441967
9527,-160242.636589177,256936544.31086284,5238347.917852785,489408689.8019892
9528,-160242.626968868,-299666481.3589312,393875622.0045068,-149297847.7846452
9529,-160242.634115062,-99024639.84116003,191550898.31054664,524108008.7573235
9530,-160242.625706652,-254273667.54630178,359804390.2683321,279896234.057785
9531,-160241.626609339,-154926417.01352772,-361620007.8498499,-363638916.39817613
9532,-160241.625383405,31736129.858491104,2688090.0489429804,-572257165.8983759
9533,-160241.636590693,256934805.83097145,5238342.748945827,489405714.8085149
9534,-160241.626967338,-299664689.7235894,393873167.08570415,-149296777.72418538
9535,-160241.634116558,-99023964.34511551,191549570.43216354,524104805.11256945
9536,-160241.625707035,-254272087.5727583,359802051.2518497,279894616.04071826
9537,-160240.626610604,-154925451.63983002,-361617869.13918173,-363636540.1342396
9538,-160240.625381738,31735859.75741958,2687931.5923671615,-572253606.2529743
9539,-160240.636592216,256933067.35108852,5238337.580038904,489402739.81506234
9540,-160240.626965809,-299662898.08825314,393870712.1669039,-149295707.66372663
9541,-160240.634118271,-99023288.84921758,191548242.5540695,524101601.4685087
9542,-160240.625707459,-254270507.59928137,359799712.2354641,279892998.023717
9543,-160239.625379924,31735589.656306483,2687773.135768973,-572250046.6070484
9544,-160239.636593703,256931328.8711393,5238332.4111317955,489399764.8215037
9545,-160239.626964289,-299661106.4529367,393868257.24812573,-149294637.6032775
9546,-160239.634119718,-99022613.35313995,191546914.67562315,524098397.823594
9547,-160239.625707842,-254268927.62574157,359797373.21898353,279891380.0066484
9548,-160238.625378246,31735319.55522826,2687614.6791932713,-572246486.9616057
9549,-160238.636595213,256929590.3912263,5238327.242224805,489396789.8280144
9550,-160238.626962757,-299659314.8176025,393865802.3293181,-149293567.54281554
9551,-160238.634121306,-99021937.8571576,191545586.797365,524095194.1791291
9552,-160238.625708228,-254267347.6522084,359795034.2025109,279889761.98958373
9553,-160237.62661442,-154922555.5187684,-361611453.0072164,-363629411.34248567
9554,-160237.63659673,256927851.91132176,5238322.073317852,489393814.8345468
9555,-160237.626961255,-299657523.18232584,393863347.41058415,-149292497.4823857
9556,-160237.6341229,-99021262.36117929,191544258.91911572,524091990.5346815
9557,-160237.625708661,-254265767.67875132,359792695.1861492,279888143.97259426
9558,-160236.626615608,-154921590.14500383,-361609314.29637975,-363627035.07836986
9559,-160236.625374594,31734779.352986265,2687297.7659977507,-572239367.6696639
9560,-160236.636598282,256926113.4314743,5238316.904411078,489390839.84118426
9561,-160236.626959713,-299655731.54698116,393860892.49175197,-149291427.42191303
9562,-160236.634124518,-99020586.8652172,191542931.04089928,524088786.89030904
9563,-160236.625709073,-254264187.70526293,359790356.1697392,279886525.9555698
9564,-160235.626616821,-154920624.77126527,-361607175.5855957,-363624658.8143145
9565,-160235.625373037,31734509.25193513,2687139.3094440172,-572235808.0246491
