utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos,SignalType,ArrivalTimeNanosSinceGpsEpoch,ReceivedSvTimeNanosSinceGpsEpoch,RawPseudorangeMeters,RawPseudorangeUncertaintyMeters,Constellation,SvName,UnixTime,Epoch,SvPositionXEcefMeters,SvPositionYEcefMeters,SvPositionZEcefMeters,SvVelocityXEcefMetersPerSecond,SvVelocityYEcefMetersPerSecond,SvVelocityZEcefMetersPerSecond,SvClockBiasMeters,SvClockDriftMetersPerSecond
1717828418000,456271440000000,18,0.0,-1401407364970240336,-0.4479541778564453,37.1722417185083,13.190644089151723,13.19329475331268,519.0,05,0.0,16399,542036341035452.0,12.0,36.0,-18.6143798828125,0.0255000013858079,16,-0.0,1902.9177342976868,1575420030.0,0,0.0,0.0,0,0.0,1,0.61,32.4,0.0,0.0,0.0,0.0,C,1168182917271873,GPS,1.4018636364102403e+18,1.4018636363410355e+18,20747057.910681088,3.597509496,G,G05,2024-06-08 06:33:38+00:00,0,3172664.8743351595,23166606.06658221,12332223.591855189,-959.7357004846888,-1293.3309680843183,2646.2966634566933,-52632.50913582519,-0.0004089894782739068
1717828418000,456271440000000,18,0.0,-1401407364970240336,-0.4479541778564453,37.1722417185083,13.190644089151723,13.19329475331268,519.0,06,0.0,16399,542036331781982.0,46.0,23.6,229.97943115234372,0.9329999685287476,16,0.0,0.0,1575420030.0,0,0.0,0.0,0,0.0,1,0.61,20.0,0.0,0.0,0.0,0.0,C,1168182917271873,GPS,1.4018636364102403e+18,1.401863636331782e+18,23521226.99338854,13.790453068,G,G06,2024-06-08 06:33:38+00:00,0,-23317541.700955294,5707099.165696905,11545648.146175819,-1431.351930963824,-270.39983104155283,-2760.8006134931184,69083.45760688353,-0.006271172000203902
1717828418000,456271440000000,18,0.0,-1401407364970240336,-0.4479541778564453,37.1722417185083,13.190644089151723,13.19329475331268,519.0,11,0.0,16399,542036337097121.0,21.0,30.3,44.68656539916992,0.0861000046133995,16,-0.0,1902.9177342976868,1575420030.0,0,0.0,0.0,0,0.0,1,0.61,26.7,0.0,0.0,0.0,0.0,C,1168182917271873,GPS,1.4018636364102403e+18,1.4018636363370972e+18,21927731.74719232,6.295641617999999,G,G11,2024-06-08 06:33:38+00:00,0,-12046539.257789757,12574432.29271447,20062445.85008135,-2513.489736017299,-396.86796292288096,-1267.1661920221777,-204091.0457996354,-0.002522101782688093
1717828418000,456271440000000,18,0.0,-1401407364970240336,-0.4479541778564453,37.1722417185083,13.190644089151723,13.19329475331268,519.0,12,0.0,16399,542036335284986.0,8.0,39.8,325.7668762207031,0.0437000021338462,16,-0.0,1902.9177342976868,1575420030.0,0,0.0,0.0,0,0.0,1,0.61,36.2,0.0,0.0,0.0,0.0,C,1168182917271873,GPS,1.4018636364102403e+18,1.4018636363352847e+18,22471022.83459891,2.398339664,G,G12,2024-06-08 06:33:38+00:00,0,9934963.10129787,24660950.66110115,-185173.34937867383,-248.07267285594125,112.35669076990885,-3176.251354492593,-153573.50305364578,-0.0009543087826401152
1717828418000,456271440000000,18,0.0,-1401407364970240336,-0.4479541778564453,37.1722417185083,13.190644089151723,13.19329475331268,519.0,13,0.0,16399,542036337249849.0,35.0,26.4,-554.696533203125,0.7519999742507935,16,0.0,0.0,1575420030.0,0,0.0,0.0,0,0.0,1,0.61,22.8,0.0,0.0,0.0,0.0,C,1168182917271873,GPS,1.4018636364102403e+18,1.4018636363372495e+18,21881990.61312051,10.49273603,G,G13,2024-06-08 06:33:38+00:00,0,-12313180.730279498,22018907.382296298,-8118271.391839312,-855.8013155392788,585.9045554290826,2986.1657029143244,196784.849034806,0.0007838965000254878
1717828418000,456271440000000,18,0.0,-1401407364970240336,-0.4479541778564453,37.1722417185083,13.190644089151723,13.19329475331268,519.0,15,0.0,16399,542036331901100.0,40.0,25.5,-694.8287963867188,0.8029999732971191,16,0.0,0.0,1575420030.0,0,0.0,0.0,0,0.0,1,0.61,21.9,0.0,0.0,0.0,0.0,C,1168182917271873,GPS,1.4018636364102403e+18,1.4018636363319012e+18,23485462.952318974,11.99169832,G,G15,2024-06-08 06:33:38+00:00,0,296295.30747836456,23014058.613030367,-13587258.9587615,-955.8397120209265,1383.114532735679,2430.5457149634462,50299.903630314206,0.0012610508913440464
1717828418000,456271440000000,18,0.0,-1401407364970240336,-0.4479541778564453,37.1722417185083,13.190644089151723,13.19329475331268,519.0,19,0.0,16399,542036333297794.0,61.0,22.2,602.3460693359375,1.0160000324249268,16,0.0,0.0,1575420030.0,0,0.0,0.0,0,0.0,1,0.61,18.6,0.0,0.0,0.0,0.0,C,1168182917271873,GPS,1.4018636364102403e+18,1.401863636333298e+18,23066732.033701885,18.287339938,G,G19,2024-06-08 06:33:38+00:00,0,-20039129.560875975,15028619.202604625,-8379014.327368367,467.2474851477685,-977.7460408260481,-2971.6912387830025,147911.67520680247,0.0016018754565733013
1717828418000,456271440000000,18,0.0,-1401407364970240336,-0.4479541778564453,37.1722417185083,13.190644089151723,13.19329475331268,519.0,20,0.0,16399,542036340256463.0,24.0,28.9,237.24473571777344,0.0925000011920929,16,-0.0,1902.9177342976868,1575420030.0,0,0.0,0.0,0,0.0,1,0.61,25.3,0.0,0.0,0.0,0.0,C,1168182917271873,GPS,1.4018636364102403e+18,1.4018636363402565e+18,20980598.63380275,7.195018992,G,G20,2024-06-08 06:33:38+00:00,0,-3902532.474001065,17875723.463483587,19366306.81251938,-1549.0996698121496,-1893.5509422303894,1425.6469371300352,112142.91689271489,-0.00013632982609110243
1717828418000,456271440000000,18,0.0,-1401407364970240336,-0.4479541778564453,37.1722417185083,13.190644089151723,13.19329475331268,519.0,25,0.0,16399,542036333004209.0,35.0,25.6,96.50743103027344,0.8059999942779541,16,0.0,0.0,1575420030.0,0,0.0,0.0,0,0.0,1,0.61,22.0,0.0,0.0,0.0,0.0,C,1168182917271873,GPS,1.4018636364102403e+18,1.4018636363330043e+18,23154760.692729343,10.49273603,G,G25,2024-06-08 06:33:38+00:00,0,16408424.08465463,19291093.129441146,8095621.906434833,240.6921872037002,1076.8821358957837,-2906.633790158949,149004.89644778578,0.0001704122826140279
1717828419000,456272440000000,18,0.0,-1401407364970240321,-0.2934732437133789,34.072258131345734,14.82961582753712,11.259958528717783,519.0,05,0.0,16399,542037341035516.0,12.0,35.6,-18.066631317138672,0.0255000013858079,16,-0.0,1902.9177342976868,1575420030.0,0,0.0,0.0,0,0.0,1,0.57,32.0,0.0,0.0,0.0,0.0,C,1168183917271858,GPS,1.4018636374102403e+18,1.4018636373410355e+18,20747057.910681088,3.597509496,G,G05,2024-06-08 06:33:39+00:00,1,3171704.9451462906,23165312.58781982,12334869.828853253,-959.9759156704811,-1293.567594121008,2646.0305182445336,-52632.50913582519,-0.0004089894782739068
1717828419000,456272440000000,18,0.0,-1401407364970240321,-0.2934732437133789,34.072258131345734,14.82961582753712,11.259958528717783,519.0,06,0.0,16399,542037331781024.0,53.0,23.5,238.095458984375,0.9329999685287476,16,0.0,0.0,1575420030.0,0,0.0,0.0,0,0.0,1,0.57,19.9,0.0,0.0,0.0,0.0,C,1168183917271858,GPS,1.4018636374102403e+18,1.401863637331781e+18,23521457.233996287,15.889000274,G,G06,2024-06-08 06:33:39+00:00,1,-23318972.937590104,5706828.771916563,11542887.15140422,-1431.0236309009829,-270.2810952593818,-2761.0440977987514,69083.45760688353,-0.006271172000203902
1717828419000,456272440000000,18,0.0,-1401407364970240321,-0.2934732437133789,34.072258131345734,14.82961582753712,11.259958528717783,519.0,11,0.0,16399,542037337096912.0,17.0,32.3,44.89159393310547,0.0578000023961067,16,-0.0,1902.9177342976868,1575420030.0,0,0.0,0.0,0,0.0,1,0.57,28.7,0.0,0.0,0.0,0.0,C,1168183917271858,GPS,1.4018636374102403e+18,1.4018636373370967e+18,21927808.494061567,5.096471786,G,G11,2024-06-08 06:33:39+00:00,1,-12049052.784044351,12574035.469205968,20061178.432428896,-2513.355581343595,-396.7018028518198,-1267.5927070786545,-204091.0457996354,-0.002522101782688093
