utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos,SignalType,ArrivalTimeNanosSinceGpsEpoch,ReceivedSvTimeNanosSinceGpsEpoch,RawPseudorangeMeters,RawPseudorangeUncertaintyMeters,Constellation,SvName,GpsWeekNum,UnixTime,Epoch,SvPositionXEcefMeters,SvPositionYEcefMeters,SvPositionZEcefMeters,SvVelocityXEcefMetersPerSecond,SvVelocityYEcefMetersPerSecond,SvVelocityZEcefMetersPerSecond,SvClockBiasMeters,SvClockDriftMetersPerSecond
1718201400000,4060582577000000,18,0.0,-1398176034842744563,0.582,27.66158831946086,-0.221739205878313,10.228439010978624,930.0,10,0.0,16399,310217352578171.0,16,33.3,-12.437015533447266,0.0489000007510185,16,-0.0,1902.9177342976868,1575420030.0,0,0.0,0.0,0,0.0,1,-1.03,29.7,0.0,0.0,0.0,0.0,C,1541163926776100,GPS,1402236617419744562.418,1402236617352578048,20136014.452664659444,4.796679328,G,G10,2318,2024-06-12 14:10:00+00:00,0,-8863672.671549916,23141775.526026268,9302533.214220686,-840.1757543684491,824.5105561141836,-2947.698029402541,-12393.842647435224,-0.0024539368696434413
1718201400000,4060582577000000,18,0.0,-1398176034842744563,0.582,27.66158831946086,-0.221739205878313,10.228439010978624,930.0,12,0.0,16399,310217340845942.0,24,29.3,373.7483825683594,0.0925000011920929,16,-0.0,1902.9177342976868,1575420030.0,0,0.0,0.0,0,0.0,1,-1.03,25.7,0.0,0.0,0.0,0.0,C,1541163926776100,GPS,1402236617419744562.418,1402236617340845824,23653246.723431251444,7.195018992,G,G12,2318,2024-06-12 14:10:00+00:00,0,-18975445.90387194,3453606.022139997,17957803.927590445,1352.5291911711356,-1914.8914548670741,1774.7371541305056,-153935.90917570813,-0.0009543087826401152
1718201400000,4060583577000000,18,0.0,-1398176034842744553,0.208,29.39267142210156,6.100505156997794,13.075137799701604,930.0,21,0.0,16399,310218335893357.0,122,16.7,-88.35335540771484,5.36899995803833,16,0.0,0.0,1575420030.0,0,0.0,0.0,0,0.0,1,-1.03,13.1,0.0,0.0,0.0,0.0,C,1541164926776090,GPS,1402236618419744562.418,1402236618335893248,25137991.655903059444,36.574679876,G,G21,2318,2024-06-12 14:10:00+00:00,0,19120052.274762146,12444635.969590679,14848040.990711978,773.149277891509,1597.351848082792,-2304.7642249494697,34751.89922588593,-0.0007157315869778379
1718201400000,4060582577000000,18,0.0,-1398176034842744563,0.582,27.66158831946086,-0.221739205878313,10.228439010978624,930.0,23,0.0,16399,310217348312310.0,12,35.7,453.3653869628906,0.0360000021755695,16,-0.0,1902.9177342976868,1575420030.0,0,0.0,0.0,0,0.0,1,-1.03,32.1,0.0,0.0,0.0,0.0,C,1541163926776100,GPS,1402236617419744562.418,1402236617348312320,21414847.534944083444,3.597509496,G,G23,2318,2024-06-12 14:10:00+00:00,0,-16098369.289648645,20806788.885850105,-2734655.6428742264,-2.1205717480654442,-423.91434632568155,-3205.032025962594,74513.40696076721,0.002760678978347372
1718201400000,4060582577000000,18,0.0,-1398176034842744563,0.582,27.66158831946086,-0.221739205878313,10.228439010978624,930.0,25,0.0,16399,310217348625421.0,16,33.5,123.7202377319336,0.0429000034928321,16,-0.0,1902.9177342976868,1575420030.0,0,0.0,0.0,0,0.0,1,-1.03,29.9,0.0,0.0,0.0,0.0,C,1541163926776100,GPS,1402236617419744562.418,1402236617348625408,21320986.113853779444,4.796679328,G,G25,2318,2024-06-12 14:10:00+00:00,0,-19298518.70456761,13556703.60529183,11621550.53505367,625.1303191660775,-1436.5160495835612,2663.5057418227952,149067.43802825056,0.0001704122826140279
1718201400000,4060582577000000,18,0.0,-1398176034842744563,0.582,27.66158831946086,-0.221739205878313,10.228439010978624,930.0,28,0.0,16399,310217350304064.0,8,39.9,-21.58938217163086,0.036200001835823,16,-0.0,1902.9177342976868,1575420030.0,0,0.0,0.0,0,0.0,1,-1.03,36.3,0.0,0.0,0.0,0.0,C,1541163926776100,GPS,1402236617419744562.418,1402236617350304000,20817756.892194643444,2.398339664,G,G28,2318,2024-06-12 14:10:00+00:00,0,2639503.862388946,23664804.07382512,11757690.07389794,-880.0900551572588,-1230.9705350420595,2672.6408863768324,-85622.49477730427,-0.005044203565376186
1718201400000,4060582577000000,18,0.0,-1398176034842744563,0.582,27.66158831946086,-0.221739205878313,10.228439010978624,930.0,31,0.0,16399,310217346269084.0,7,40.9,-383.4940185546875,0.0297000017017126,16,-0.0,1902.9177342976868,1575420030.0,0,0.0,0.0,0,0.0,1,-1.03,37.3,0.0,0.0,0.0,0.0,C,1541163926776100,GPS,1402236617419744562.418,1402236617346269184,22027364.298412371444,2.098547206,G,G31,2318,2024-06-12 14:10:00+00:00,0,9841654.725785151,24410206.41759717,947676.9086583114,-369.26414240009956,-0.75893065403762,3182.673604797465,-68182.18876102226,6.816491304555121e-05
1718201400000,4060582577000000,18,0.0,-1398176034842744563,0.582,27.66158831946086,-0.221739205878313,10.228439010978624,930.0,32,0.0,16399,310217346751595.0,11,37.3,-110.32347869873048,0.0322000011801719,16,-0.0,1902.9177342976868,1575420030.0,0,0.0,0.0,0,0.0,1,-1.03,33.7,0.0,0.0,0.0,0.0,C,1541163926776100,GPS,1402236617419744562.418,1402236617346751488,21882773.196749139444,3.297717038,G,G32,2318,2024-06-12 14:10:00+00:00,0,-4661463.013802152,14817582.361373449,21740187.050939694,-2698.678646914364,-266.7006879858073,-420.2586666169583,-184803.66913645418,0.000340824565229255
1718201401000,4060584577000000,18,0.0,-1398176034842744546,0.957,35.72229252313264,6.21218893901028,17.998598159185626,930.0,10,0.0,16399,310219352578253.0,11,37.2,-13.388265609741213,0.041200004518032,16,-0.0,1902.9177342976868,1575420030.0,0,0.0,0.0,0,0.0,1,-1.3,33.6,0.0,0.0,0.0,0.0,C,1541165926776083,GPS,1402236619419744562.418,1402236619352578304,20135937.705795411444,3.297717038,G,G10,2318,2024-06-12 14:10:01+00:00,1,-8865352.637874492,23143424.053538166,9296637.25248579,-839.6485535980096,824.006867845439,-2948.0978586848223,-12393.842647435224,-0.0024539368696434413
1718201401000,4060584577000000,18,0.0,-1398176034842744546,0.957,35.72229252313264,6.21218893901028,17.998598159185626,930.0,12,0.0,16399,310219340843431.0,17,31.8,371.9607238769531,0.0322999991476535,16,-0.0,1902.9177342976868,1575420030.0,0,0.0,0.0,0,0.0,1,-1.3,28.2,0.0,0.0,0.0,0.0,C,1541165926776083,GPS,1402236619419744562.418,1402236619340843520,23653937.445254483444,5.096471786,G,G12,2318,2024-06-12 14:10:01+00:00,1,-18972740.709686317,3449775.5164621333,17961352.73314469,1352.5951350328064,-1915.3996025473784,1773.9548171072565,-153935.90917570813,-0.0009543087826401152
