utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos,SignalType,ArrivalTimeNanosSinceGpsEpoch,ReceivedSvTimeNanosSinceGpsEpoch,RawPseudorangeMeters,RawPseudorangeUncertaintyMeters
1717218050000,1523000000,0,0.0,-9223372036854775808,0.0,0.0,0.0,0.0,18.0,6,0.0,17,51972.0,21.0,34.85661315917969,-2.0421740646036755,5.708980282238205,16,0.014295190753234611,3.4028234663852886E38,1.57542003E9,0,0.0,0.0,0,0.0,1,36.69137954711914,29.856613159179688,0.0,2.000000001E9,0.0,2.000000001E9,C,307659318435024,GPS,-9.2233720353317755E18,-9.2232971819999478E18,-2.244046433811941E13,6.295641617999999,
1717218050000,2105000000,0,0.0,-9223372036854775808,0.0,0.0,0.0,0.0,18.0,6,0.0,17,51977.0,22.0,37.72433853149414,-2.595569979222377,0.15,16,-2.047610618960678,3.4028234663852886E38,1.57542003E9,0,0.0,0.0,0,0.0,1,35.23455810546875,32.72433853149414,0.0,2.000000001E9,0.0,2.000000001E9,C,307659719986024,GPS,-9.2233720347497759E18,-9.2232971819999478E18,-2.2440289859023977E13,6.595434076,
1717218050000,2105000000,0,0.0,-9223372036854775808,0.0,0.0,0.0,0.0,18.0,6,0.0,16,1.9955731E7,1.0E9,12.0,-417.6664627149539,2.99792458E8,16,-1670.6383100709795,3.4028234663852886E38,1.17645005E9,0,0.0,0.0,0,0.0,1,29.464778900146484,7.0,1.5717539809452032,2.0000000076712818E9,1.5717539809452032,2.000000001E9,Q,307659719986024,GPS,-9.2233720347497759E18,-9.2232971819800443E18,-2.2440295825939566E13,2.99792458E8,
1717218051000,3105000000,0,0.0,-9223372036854775808,0.0,0.0,0.0,0.0,18.0,6,0.0,17,52002.0,18.0,40.00804138183594,-2.4948225040101413,0.15,16,-4.399783190983129,3.4028234663852886E38,1.57542003E9,0,0.0,0.0,0,0.0,1,29.36371612548828,35.00804138183594,0.0,2.000000001E9,0.0,2.000000001E9,C,307660718362523,GPS,-9.2233720337497754E18,-9.2232971819999478E18,-2.243999006641248E13,5.396264243999999,
1717218051000,3105000000,0,0.0,-9223372036854775808,0.0,0.0,0.0,0.0,18.0,6,0.0,16,1.9957124E7,1.0E9,12.0,-417.6664627149539,2.99792458E8,16,-2088.304789060874,3.4028234663852886E38,1.17645005E9,0,0.0,0.0,0,0.0,1,13.142857551574707,7.0,1.5717539809452032,2.0000000076712818E9,1.5717539809452032,2.000000001E9,Q,307660718362523,GPS,-9.2233720337497754E18,-9.2232971819800433E18,-2.243999603363506E13,2.99792458E8,
1717218052000,4105000000,0,0.0,-9223372036854775808,0.0,0.0,0.0,0.0,18.0,6,0.0,17,52007.0,14.0,43.225135803222656,-2.617346006248537,0.15,16,-6.795513660711188,3.4028234663852886E38,1.57542003E9,0,0.0,0.0,0,0.0,1,32.608978271484375,38.225135803222656,0.0,2.000000001E9,0.0,2.000000001E9,C,307661724477830,GPS,-9.2233720327497759E18,-9.2232971819999478E18,-2.2439690274107977E13,4.197094412,
1717218052000,4105000000,0,0.0,-9223372036854775808,0.0,0.0,0.0,0.0,18.0,6,0.0,16,1.9958518E7,1.0E9,12.0,-417.6664627149539,2.99792458E8,16,-2505.9712681781084,3.4028234663852886E38,1.17645005E9,0,0.0,0.0,0,0.0,1,29.464778900146484,7.0,1.5717539809452032,2.0000000076712818E9,1.5717539809452032,2.000000001E9,Q,307661724477830,GPS,-9.2233720327497759E18,-9.2232971819800412E18,-2.2439696241944527E13,2.99792458E8,
1717218053000,5105000000,0,0.0,-9223372036854775808,0.0,0.0,0.0,0.0,18.0,6,0.0,17,52015.0,11.0,45.33524703979492,-3.216725145773321,0.15,17,-9.843033991108141,0.09602102163535332,1.57542003E9,0,0.0,0.0,0,0.0,1,34.10702896118164,40.33524703979492,0.0,2.000000001E9,0.0,2.000000001E9,C,307662721777829,GPS,-9.2233720317497754E18,-9.2232971819999478E18,-2.243939048149648E13,3.297717038,
1717218053000,5105000000,0,0.0,-9223372036854775808,0.0,0.0,0.0,0.0,18.0,6,0.0,16,1.9959911E7,1.0E9,12.0,-417.6664627149539,2.99792458E8,16,-2923.6377471680025,3.4028234663852886E38,1.17645005E9,0,0.0,0.0,1,0.0,1,29.864200592041016,7.0,1.5717539809452032,2.0000000076712818E9,1.5717539809452032,2.000000001E9,Q,307662721777829,GPS,-9.2233720317497754E18,-9.2232971819800402E18,-2.2439396449640023E13,2.99792458E8,
1717218053000,5105000000,0,0.0,-9223372036854775808,0.0,0.0,0.0,0.0,18.0,195,0.0,17,256847.0,56.0,28.90492057800293,-320.8069842034747,5.737816170610035,16,-97.47802032895603,3.4028234663852886E38,1.57542003E9,0,0.0,0.0,0,0.0,4,34.10702896118164,23.90492057800293,0.0,2.000000001E9,0.0,2.000000001E9,C,307662721777829,QZSS,-9.2233720317497754E18,-9.223297181999743E18,-2.2439390542893977E13,16.788377648,
1717218054000,6105000000,0,0.0,-9223372036854775808,0.0,0.0,0.0,0.0,18.0,6,0.0,51,52025.0,14.0,42.71311950683594,-3.436298709229611,0.15,17,-13.344386565156348,0.09632908742696768,1.57542003E9,0,0.0,0.0,0,0.0,1,35.23455810546875,37.71311950683594,0.0,2.000000001E9,0.0,2.000000001E9,C,307663724829252,GPS,-9.2233720307497759E18,-9.2232971819999478E18,-2.2439090689191977E13,4.197094412,
1717218054000,6105000000,0,0.0,-9223372036854775808,0.0,0.0,0.0,0.0,18.0,6,0.0,16,1.9961304E7,1.0E9,12.0,-417.6664627149539,2.99792458E8,16,-3341.3042262852955,3.4028234663852886E38,1.17645005E9,0,0.0,0.0,1,0.0,1,28.142858505249023,7.0,1.5717539809452032,2.0000000076712818E9,1.5717539809452032,2.000000001E9,Q,307663724829252,GPS,-9.2233720307497759E18,-9.2232971819800392E18,-2.2439096657642504E13,2.99792458E8,
