Latitude,Longitude,Altitude
21.004476747144285,105.84227092832424,-79.42034428566694
21.004768855581066,105.84217836579109,-25.784409429877996
21.00375553039264,105.84171453185579,-1.772564185783267
21.004353601874897,105.84203066905334,-35.13760107010603
21.004266357215396,105.84187461260073,-21.827543266117573
21.005023871025823,105.84221429137017,68.796681066975
21.004635994487668,105.84232313127596,24.89643529895693
21.00401176519661,105.84131569824159,36.2665627039969
21.00399570543441,105.84155113181359,72.9155850103125
21.00460157424726,105.84186259804926,29.188136789016426
21.00395487019819,105.8413278179535,-4.837499623186886
21.004061099017928,105.84170234628675,148.36473299842328
21.004611122734755,105.84193764369648,-165.61658933665603
21.004203106014007,105.8418681713964,-60.126795122399926
21.004306495730248,105.84190301491657,-91.17320001963526
21.004955276868085,105.84215362261222,109.86446622852236
21.004698450982506,105.84228521365048,95.04622084926814
21.004179538750737,105.84122595695077,47.732424115762115
21.004505446480273,105.84184869259552,80.81038934458047
21.00470160750524,105.84183039594313,101.84490724559873
21.004488824539447,105.84162737826561,16.046449133194983
21.004386829184888,105.84206016410484,24.558317001909018
21.004286568551333,105.84178948858036,-76.41169060207903
21.00449768592438,105.84181380140427,-39.225162292830646
21.00401003022068,105.84180754902633,5.324186515063047
21.004363111090854,105.8419319914105,-8.876490795053542
21.004441210956237,105.84191560268027,8.23316942434758
21.00478394016645,105.84241151272427,48.68054055608809
21.004502484135003,105.84220932696725,-157.27610976807773
21.004204549922953,105.84186702911109,57.66424884367734
21.00411312446973,105.84176598828182,-4.660549779422581
21.004489568848943,105.84146483661688,54.775301687419415
21.004332257768322,105.84196841124317,38.17076957691461
21.003579622052996,105.84152781619592,59.5195122892037
21.004011701338236,105.84205611269822,-15.357897435314953
21.004301161928833,105.84185749321801,36.393825200386345
21.004271992552805,105.84164454290048,-59.23023110534996
21.004433353467277,105.84192460653681,13.061375082470477
21.004209472022744,105.84140697422065,-112.24007223919034
21.0044119904067,105.84175009876475,-64.54628261830658
21.004146710519453,105.84196771870891,-39.363239062950015
21.004365527932528,105.84157463628004,-133.3457320239395
21.004565804706083,105.84212913458342,-106.98024423513561
